FechaHora;EnergiaSMEC;aeros_disp;energia_fc_cammesa;ws100_ecmwf;dir100_ecmwf;temp_ecmwf;ws100_gfs;dir100_gfs;temp_gfs;ws100_avg;dir100_avg;temp_avg
2024-06-02 00:00:00;0,0;2,83;9,22;2,44;322,811;6,541;4,643524;333,24457;8,350311;3,5417620000000003;328,027785;7,4456555
2024-06-02 01:00:00;0,0;2,83;9,09;3,847;308,848;6,803;4,643524;333,24457;8,350311;4,245262;321,046285;7,576655499999999
2024-06-02 02:00:00;6,26;20,67;11,49;5,255;294,884;7,065;4,643524;333,24457;8,350311;4,949262;314,06428500000004;7,7076554999999995
2024-06-02 03:00:00;12,28;29,0;20,54;6,662;280,921;7,327;6,7111497;287,43652;7,7410583;6,6865748499999995;284,17876;7,53402915
2024-06-02 04:00:00;20,06;29,0;27,82;6,92;277,907;7,332;6,7111497;287,43652;7,7410583;6,81557485;282,67175999999995;7,53652915
2024-06-02 05:00:00;32,73;29,0;37,27;7,178;274,894;7,338;6,7111497;287,43652;7,7410583;6,94457485;281,16526;7,53952915
2024-06-02 06:00:00;43,34;28,5;50,0;7,436;271,881;7,343;10,467457;273,4489;7,0586243;8,9517285;272,66495;7,20081215
2024-06-02 07:00:00;69,08;27,83;61,42;7,826;264,021;6,468;10,467457;273,4489;7,0586243;9,1467285;268,73494999999997;6,76331215
2024-06-02 08:00:00;59,24;25,5;83,31;8,216;256,161;5,593;10,467457;273,4489;7,0586243;9,341728499999999;264,80494999999996;6,32581215
2024-06-02 09:00:00;55,75;23,83;66,79;8,607;248,301;4,717;9,47961;242,19452;5,1618958;9,043305;245,24775999999997;4,939447899999999
2024-06-02 10:00:00;33,2;23,0;71,35;8,726;240,54;6,081;9,47961;242,19452;5,1618958;9,102805;241,36726;5,6214479
2024-06-02 11:00:00;11,47;23,17;50,59;8,846;232,78;7,444;9,47961;242,19452;5,1618958;9,162804999999999;237,48726;6,3029478999999995
2024-06-02 12:00:00;37,55;20,17;32,27;8,965;225,02;8,807;10,646912;217,08415;7,1402893;9,805956;221,052075;7,973644650000001
2024-06-02 13:00:00;58,02;21,33;58,39;9,463;220,462;9,242;10,646912;217,08415;7,1402893;10,054956;218,77307499999998;8,19114465
2024-06-02 14:00:00;57,72;22,67;76,35;9,961;215,905;9,676;10,646912;217,08415;7,1402893;10,303956;216,494575;8,40814465
2024-06-02 15:00:00;46,91;19,67;75,5;10,458;211,347;10,111;10,955991;207,02888;7,728241;10,7069955;209,18794;8,9196205
2024-06-02 16:00:00;36,85;21,67;65,31;9,972;211,612;9,801;10,955991;207,02888;7,728241;10,4639955;209,32043999999996;8,7646205
2024-06-02 17:00:00;45,38;23,0;62,65;9,486;211,876;9,491;10,955991;207,02888;7,728241;10,2209955;209,45243999999997;8,6096205
2024-06-02 18:00:00;56,2;24,0;63,02;8,999;212,141;9,181;10,02415;203,90347;7,482849;9,511575;208,02223499999997;8,3319245
2024-06-02 19:00:00;70,83;26,5;69,17;9,001;209,064;8,216;10,02415;203,90347;7,482849;9,512575;206,48373499999997;7,8494245
2024-06-02 20:00:00;60,12;27,83;82,4;9,002;205,987;7,252;10,02415;203,90347;7,482849;9,513075;204,945235;7,3674245
2024-06-02 21:00:00;54,18;28,0;71,54;9,004;202,91;6,287;7,8155174;195,23679;5,9621277;8,4097587;199,073395;6,1245638499999995
2024-06-02 22:00:00;49,28;28,67;65,3;8,394;199,932;5,572;7,8155174;195,23679;5,9621277;8,1047587;197,584395;5,7670638499999995
2024-06-02 23:00:00;61,54;28,0;59,79;7,785;196,953;4,856;7,8155174;195,23679;5,9621277;7,8002587000000005;196,094895;5,40906385
2024-06-03 00:00:00;50,97;27,33;70,04;7,176;193,975;4,141;5,321454;222,94508;4,512726;6,248727000000001;208,46003999999996;4,3268629999999995
2024-06-03 01:00:00;36,08;25,67;57,63;6,458;199,399;3,559;5,321454;222,94508;4,512726;5,889727000000001;211,17203999999998;4,035863
2024-06-03 02:00:00;15,73;22,0;42,27;5,741;204,822;2,978;5,321454;222,94508;4,512726;5,5312269999999994;213,88353999999998;3,745363
2024-06-03 03:00:00;10,29;24,17;22,34;5,024;210,246;2,396;5,467193;244,55774;3,8451233;5,2455964999999996;227,40187;3,12056165
2024-06-03 04:00:00;9,61;26,83;16,19;4,992;222,74;2,08;5,467193;244,55774;3,8451233;5,2295964999999995;233,64887;2,96256165
2024-06-03 05:00:00;13,52;27,67;14,57;4,96;235,234;1,764;5,467193;244,55774;3,8451233;5,2135964999999995;239,89587;2,80456165
2024-06-03 06:00:00;8,64;27,83;16,15;4,929;247,728;1,448;2,0907223;225,89487;3,6463318;3,50986115;236,81143499999996;2,5471659
2024-06-03 07:00:00;38,16;26,67;11,93;4,253;256,005;1,294;2,0907223;225,89487;3,6463318;3,17186115;240,94993499999998;2,4701659
2024-06-03 08:00:00;6,94;25,5;38,56;3,578;264,282;1,14;2,0907223;225,89487;3,6463318;2,83436115;245,08843499999995;2,3931659
2024-06-03 09:00:00;3,89;25,33;8,95;2,903;272,559;0,987;2,550977;335,847;2,8491516;2,7269885;304,203;1,9180758
2024-06-03 10:00:00;0,0;9,17;5,66;2,676;189,34;3,223;2,550977;335,847;2,8491516;2,6134885;262,59349999999995;3,0360758
2024-06-03 11:00:00;0,0;2,67;1,82;2,449;106,122;5,459;2,550977;335,847;2,8491516;2,4999884999999997;40,98449999999997;4,154075799999999
2024-06-03 12:00:00;0,22;9,5;2,31;2,221;22,903;7,696;3,147133;35,231873;6,8184204;2,6840665;29,067436499999985;7,257210199999999
2024-06-03 13:00:00;1,01;19,33;3,66;3,549;18,711;8,75;3,147133;35,231873;6,8184204;3,3480665;26,97143649999998;7,7842102
