Date;Active_Power_ 1H_kW;Ambient_Temperature_ 1H_m_s;Wind_Direction_1H;Wind_Speed_1H_m_s;Exported_Energy_1H_kWh;Imported_Energy_1H_kWh;Reactive_Q1_1H_kVArh;Reactive_Q2_1H_kVArh;Reactive_Q3_1H_kVArh;Reactive_Q4_1H_kVArh;Humedad_Relativa;Presion_Atmosferica_mbar
01/12/2022 18:00;2738,345;17,745;;4,613;2571;0;0;0;9846;0;55,649;914,378
01/12/2022 19:00;3386,562;17,016;;4,874;2898;0;0;0;8305;0;57,05;913,92
01/12/2022 20:00;5348,043;16,051;;5,75;4974;0;0;0;2982;0;56,198;913,676
01/12/2022 21:00;5542,682;15,4;;5,55;5257;0;0;0;4505;0;59,872;913,378
01/12/2022 22:00;5860,87;16,876;;6,319;5970;0;0;0;3162;0;61,218;913,251
01/12/2022 23:00;6952,945;16,94;;7,5;6065;0;0;0;4047;0;58,972;913,29
02/12/2022 00:00;12324,649;16,918;;8,783;10174;0;0;0;6829;0;45,886;913,716
02/12/2022 01:00;21029,516;17,129;;11,093;19931;0;0;0;5406;0;41,411;914,17
02/12/2022 02:00;19489,217;16,971;;10,88;20370;0;0;0;4172;0;42,916;914,359
02/12/2022 03:00;10682,359;16,702;;8,065;11676;0;0;0;5229;0;43,952;914,33
02/12/2022 04:00;9725,998;17,35;;7,9;10038;0;0;0;5284;0;45,247;914,096
02/12/2022 05:00;2069,369;18,288;;4,404;3894;5;0;0;5165;875;42,515;913,386
02/12/2022 06:00;1604,496;18,427;;4,617;1168;0;0;0;6688;0;39,892;913,065
02/12/2022 07:00;5228,1;19,286;;6,294;4437;0;0;0;7385;0;32,767;912,933
02/12/2022 08:00;13527,5;20,583;;8,793;9984;0;0;0;7821;0;29,333;912,912
02/12/2022 09:00;17623,521;20,66;;9,774;18372;0;0;0;4053;0;29,075;913,365
02/12/2022 10:00;9447,175;23,396;;7,879;11748;0;0;0;7453;0;27,355;914,32
02/12/2022 11:00;1033,732;24,079;;3,689;1986;7;0;34;9890;367;26,902;914,419
02/12/2022 12:00;-217,318;25,263;;1,877;0;311;0;0;0;7251;25,522;914,807
02/12/2022 13:00;128,393;25,608;;2,953;195;159;6;6;526;3630;25,063;914,575
02/12/2022 14:00;-126,216;25,725;;1,987;11;168;0;0;155;2933;26,342;914,493
02/12/2022 15:00;-12,011;26,801;;2,201;0;178;0;0;0;2619;26,272;914,117
02/12/2022 16:00;231,374;26,048;;3,08;346;32;0;0;1332;541;27,634;913,494
02/12/2022 17:00;2111,708;25,717;;4,818;1041;76;0;35;852;1019;29,685;913,044
02/12/2022 18:00;4116,839;24,992;;5,973;4238;0;0;4176;0;0;31,277;912,224
02/12/2022 19:00;11650,609;22,703;;8,078;9006;0;0;5698;0;0;31,945;911,645
02/12/2022 20:00;16226,595;22,355;;11,238;15547;0;0;5513;0;0;30,582;911,325
02/12/2022 21:00;17784,362;21,568;;13,807;17484;0;0;3846;0;0;30,148;911,186
02/12/2022 22:00;20684,964;20,51;;15,032;19580;0;0;4083;0;0;30,036;910,992
02/12/2022 23:00;21573,557;20,027;;15,799;21244;0;0;4506;0;0;30,131;911,027
03/12/2022 00:00;21507,868;20,342;;14,728;21254;0;0;4336;0;0;32,652;911,16
03/12/2022 01:00;17288,042;20,89;;11,338;19656;0;0;5004;0;0;35,611;911,504
03/12/2022 02:00;7140,561;21,084;;6,887;6084;0;0;7917;0;0;36,808;911,373
03/12/2022 03:00;21338,499;21,987;;14,776;19302;0;0;5952;0;0;32,435;911,032
03/12/2022 04:00;21430,889;21,917;;15,083;21109;0;0;4716;0;0;32,938;910,556
03/12/2022 05:00;21300,957;22,145;;13,594;21050;0;0;4406;0;0;31,139;909,903
03/12/2022 06:00;21356,036;22,519;;13,54;20997;0;0;4515;0;0;30,264;909,836
03/12/2022 07:00;21124,895;23,209;;12,806;20979;0;0;4825;0;0;27,95;909,84
03/12/2022 08:00;19322,337;23,935;;10,986;19230;0;0;7076;0;0;26,376;910,079
03/12/2022 09:00;19665,894;24,659;;10,64;19422;0;0;6297;0;0;25,313;910,502
03/12/2022 10:00;14768,96;25,631;;8,97;16842;0;0;6336;0;0;23,71;911,412
03/12/2022 11:00;4396,687;26,819;;5,937;5716;0;0;4633;0;0;23,371;912,311
03/12/2022 12:00;577,104;27,721;;3,475;1154;5;0;354;2385;340;21,77;912,593
03/12/2022 13:00;1001,5;28,138;;3,853;901;21;120;2411;4;69;20,619;912,667
03/12/2022 14:00;-144,314;29,659;;2,225;113;138;1207;684;0;0;20,12;912,386
03/12/2022 15:00;-171,925;30,168;;2,4;1;217;1959;57;0;0;19,03;912,19
03/12/2022 16:00;561,783;29,382;;3,249;159;101;1503;936;0;0;16,607;911,682
03/12/2022 17:00;1300,039;29,343;;4,064;1016;7;297;3364;0;0;17,091;911,218
03/12/2022 18:00;6599,885;28,353;;6,881;5541;0;0;5946;0;0;17,387;910,516
03/12/2022 19:00;10273,582;27,668;;7,818;9315;0;0;8859;0;0;19,142;909,987
03/12/2022 20:00;15182,235;26,838;;9,437;14001;0;0;9744;0;0;19,467;909,409
03/12/2022 21:00;20666,298;25,742;;13,068;19065;0;0;8105;0;0;22,008;909,148
03/12/2022 22:00;21176,508;24,549;;13,867;20845;0;0;6024;0;0;19,542;909,055
03/12/2022 23:00;21243,223;23,831;;14,457;20903;0;0;5656;0;0;19,097;908,945
04/12/2022 00:00;21202,219;23,898;;14,311;20941;0;0;5378;0;0;25,373;909,149
04/12/2022 01:00;4434,363;24,248;;5,719;8441;53;1772;6091;0;0;34,735;909,853
04/12/2022 02:00;1769,393;23,846;;4,769;1534;0;0;8237;0;0;35,763;910,387
04/12/2022 03:00;859,115;24,3;;3,784;1644;22;673;5053;0;0;30,708;910,232
04/12/2022 04:00;9043,039;22,611;;7,863;6842;54;1415;5838;0;0;28,607;910,417
04/12/2022 05:00;4694,92;20,446;;6,473;5859;0;0;8562;0;0;24,471;909,644
04/12/2022 06:00;1866,122;20,388;;4,946;2389;0;0;7571;0;0;22,048;909,2
04/12/2022 07:00;-74,521;21,477;;2,365;305;155;3175;2484;0;0;20,9;910,08
04/12/2022 08:00;-158,189;22,953;;2,453;1;202;4797;52;0;0;21,266;910,023
04/12/2022 09:00;-179,477;25,02;;2,308;0;228;2648;12;0;0;20,427;910,384
04/12/2022 10:00;443,81;26,304;;3,506;258;35;451;2219;0;0;19,81;911,649
04/12/2022 11:00;955,705;27,269;;3,932;857;1;41;1296;12;0;20,61;912,691
04/12/2022 12:00;591,322;28,456;;3,483;744;3;0;1;4229;330;20,585;913,149
04/12/2022 13:00;899,642;29,348;;3,73;507;51;0;0;4192;2111;22,345;913,245
04/12/2022 14:00;487,795;29,98;;3,592;810;12;0;0;3789;862;25,533;912,87
04/12/2022 15:00;672,623;29,524;;3,712;541;33;30;294;822;575;27,664;912,717
04/12/2022 16:00;1899,225;29,809;;4,679;1523;2;67;741;243;19;27,843;912,148
04/12/2022 17:00;9808,744;28,275;;8,279;7551;0;0;4532;83;2;27,698;911,578
04/12/2022 18:00;9835,168;27,437;;8,072;10975;0;0;7078;0;0;26,488;910,978
04/12/2022 19:00;6229,349;26,746;;6,562;6113;0;0;7061;0;0;24,253;910,625
04/12/2022 20:00;8570,699;26,604;;7,195;7549;0;0;8463;0;0;24,536;910,119
04/12/2022 21:00;13824,058;26,075;;9,031;11538;0;0;8097;0;0;25,739;909,858
04/12/2022 22:00;21059,084;25,81;;13,172;20390;0;0;7294;0;0;25,551;909,87
04/12/2022 23:00;21002,981;24,953;;16,177;20836;0;0;5963;0;0;23,468;909,965
05/12/2022 00:00;20939,871;24,654;;15,764;20655;0;0;6094;0;0;21,385;910,487
05/12/2022 01:00;21157,774;25,094;;15,543;20849;0;0;5952;0;0;21,937;910,725
05/12/2022 02:00;18916,792;25,59;;11,959;20196;0;0;7247;0;0;25,073;910,657
05/12/2022 03:00;8154,184;25,69;;7,169;9808;0;0;8970;0;0;26,98;910,548
05/12/2022 04:00;9996,662;25,9;;7,605;8103;0;0;11212;0;0;29,355;910,112
05/12/2022 05:00;11643,972;25,774;;8,414;11412;0;0;12131;0;0;28,509;909,529
05/12/2022 06:00;15962,31;24,769;;10,727;15983;0;0;9715;0;0;26,72;908,915
05/12/2022 07:00;7258,676;24,486;;7,057;8379;0;0;5568;0;0;23,429;908,746
05/12/2022 08:00;15497,236;25,425;;9,627;12409;0;0;842;181;0;19,435;908,787
05/12/2022 09:00;20779,15;24,923;;13,751;20451;0;0;0;2712;0;16,257;908,965
05/12/2022 10:00;20920,006;27,169;;12,867;20693;0;0;0;3446;0;15,225;909,709
05/12/2022 11:00;20328,814;29,158;;11,666;20059;0;0;0;2442;0;13,975;910,44
05/12/2022 12:00;20115,535;30,333;;12,122;20105;0;0;10;982;0;15,436;910,829
05/12/2022 13:00;18216,954;31,908;;10,746;18012;0;0;0;1011;0;14,951;910,885
05/12/2022 14:00;19608,9;31,975;;12,554;19314;0;0;11;884;0;14,113;910,806
05/12/2022 15:00;19937,499;32,092;;13,287;19447;0;0;0;1179;0;14,153;910,531
05/12/2022 16:00;18968,768;31,965;;14,821;18681;0;0;0;1084;0;15,406;909,944
05/12/2022 17:00;20171,188;31,934;;15,762;19862;0;0;205;531;0;17,161;909,144
05/12/2022 18:00;19626,966;31,8;;16,49;19909;0;0;1325;0;0;21,166;908,558
05/12/2022 19:00;16937,228;31,066;;15,843;16835;0;0;2302;0;0;23,038;907,834
05/12/2022 20:00;17241,714;28,996;;16,365;16939;0;0;3644;0;0;22,786;907,036
05/12/2022 21:00;17440,145;26,991;;17,322;17171;0;0;4326;0;0;22,661;906,763
05/12/2022 22:00;17503,693;26,218;;16,298;17236;0;0;5058;0;0;24,492;906,766
05/12/2022 23:00;16618,992;26,213;;12,842;17022;0;0;5845;0;0;32,344;907,252
06/12/2022 00:00;11505,028;26,572;;8,89;11271;0;0;4770;0;0;43,8;907,763
06/12/2022 01:00;11191,955;27,235;;8,743;13364;0;0;4707;0;0;45,128;908,373
06/12/2022 02:00;1058,709;26,43;;4,036;1624;66;3;1398;48;235;45,095;908,971
06/12/2022 03:00;5619,494;23,495;;6,857;3900;0;0;4092;0;0;46,084;909,083
06/12/2022 04:00;12577,938;21,725;;9,208;12290;0;0;5186;0;0;44,778;909,039
06/12/2022 05:00;6637,982;21,871;;7,342;8041;0;0;4773;0;0;42,041;909,467
06/12/2022 06:00;5186,722;21,657;;6,727;4104;0;0;5556;0;0;38,784;909,745
06/12/2022 07:00;3877,478;23,251;;6,142;5274;0;0;4428;0;0;35,772;909,96
06/12/2022 08:00;6727,058;23,299;;6,957;5067;0;0;2904;0;0;29,414;910,215
06/12/2022 09:00;6012,175;23,497;;6,644;6618;0;0;895;714;0;26,112;910,662
06/12/2022 10:00;4962,749;24,874;;6,214;4949;0;0;0;3126;0;24,653;911,629
06/12/2022 11:00;4950,761;26,461;;6,261;5212;0;0;0;3065;0;23,435;912,626
06/12/2022 12:00;3790,423;27,885;;5,698;4194;0;0;0;2775;0;22,163;913,275
06/12/2022 13:00;1553,286;29,557;;4,458;1889;3;0;0;5962;263;21,483;913,605
06/12/2022 14:00;724,951;30,975;;3,946;570;39;0;0;5423;2205;21,176;913,516
06/12/2022 15:00;1093,023;32,046;;3,898;771;60;0;0;4404;2377;21,928;913,288
06/12/2022 16:00;511,251;32,44;;3,914;783;12;0;0;4860;713;25,813;912,98
06/12/2022 17:00;625,715;32,685;;3,708;633;64;0;0;5389;1864;29,555;912,79
06/12/2022 18:00;2589,776;32,046;;5,149;1732;0;0;479;1233;0;35,695;912,217
06/12/2022 19:00;6223,872;31,056;;6,763;5301;0;0;3360;0;0;45,661;911,802
06/12/2022 20:00;19518,472;29,27;;11,217;16364;0;0;5391;0;0;43,046;911,255
06/12/2022 21:00;15933;28,51;;9,787;17082;0;0;6046;0;0;42,637;910,722
06/12/2022 22:00;16753,99;27,443;;10,404;17923;0;0;7782;0;0;50,606;910,427
06/12/2022 23:00;15249,155;23,959;;12,558;12927;20;243;5192;0;0;52,294;910,411
07/12/2022 00:00;17940,435;23,463;;10,987;19094;0;0;4590;0;0;53,315;910,581
07/12/2022 01:00;13657,791;23,976;;8,698;12936;0;0;973;300;0;44,977;911,259
07/12/2022 02:00;20807,886;22,699;;15,013;18819;0;0;2850;0;0;41,016;913,379
07/12/2022 03:00;21428,594;21,85;;16,68;21088;0;0;3402;0;0;42,32;912,94
07/12/2022 04:00;21410,815;22,103;;17,688;21102;0;0;4091;0;0;44,611;912,304
07/12/2022 05:00;20918,273;23,305;;15,335;21048;0;0;4077;0;0;54,339;910,546
07/12/2022 06:00;18455,874;23,675;;11,564;18216;0;0;3472;0;0;58,127;909,435
07/12/2022 07:00;12442,816;23,855;;9,059;14486;0;0;999;156;0;47,752;908,744
07/12/2022 08:00;4711,139;24,644;;6,226;5937;0;0;0;6450;0;30,453;908,736
07/12/2022 09:00;3819,809;23,791;;5,827;3177;0;0;0;7020;0;26,348;908,576
07/12/2022 10:00;5386,272;24,571;;6,676;5014;0;0;0;7289;0;27,545;908,849
07/12/2022 11:00;10452,165;27,393;;7,94;10308;0;0;0;7273;0;29,273;910,02
07/12/2022 12:00;11454,903;30,501;;8,162;9473;0;0;264;5697;0;28,558;910,917
07/12/2022 13:00;12731,583;31,432;;8,644;13570;0;0;2289;0;0;28,673;910,897
07/12/2022 14:00;14451,527;31,464;;9,138;12674;0;0;1187;29;0;31,959;910,2
07/12/2022 15:00;16852,7;31,714;;9,981;17986;0;0;1248;12;0;35,991;909,767
07/12/2022 16:00;11482,203;32,554;;8,327;10269;0;0;1057;976;0;40,053;909,016
07/12/2022 17:00;19178,048;31,829;;11,558;18072;0;0;561;564;0;36,914;908,609
07/12/2022 18:00;20345,808;30,822;;13,761;19949;0;0;3402;0;0;41,26;907,543
07/12/2022 19:00;20808,937;28,494;;16,274;20424;0;0;4521;0;0;59,35;906,926
07/12/2022 20:00;20379,124;27,85;;13,505;20418;0;0;5912;0;0;54,187;906,276
07/12/2022 21:00;11182,99;28,225;;8,524;13942;0;0;2553;653;0;62,49;905,7
07/12/2022 22:00;14047,559;25,752;;9,577;10779;0;0;640;2191;0;55,564;904,937
07/12/2022 23:00;13914,846;22,725;;9,267;15405;18;0;78;755;255;44,052;904,89
08/12/2022 00:00;13623,059;23,34;;10,914;12290;19;0;1290;148;254;41,88;905,073
08/12/2022 01:00;14484,95;21,263;;12,462;14235;5;0;1205;879;96;43,158;905,477
08/12/2022 02:00;17806,497;22,298;;18,705;17583;0;0;4330;0;0;63,773;906,627
08/12/2022 03:00;16596,251;24,361;;12,699;16693;0;0;5504;0;0;81,814;907,315
08/12/2022 04:00;16898,463;25,315;;12,347;16788;0;0;4882;0;0;72,024;906,332
08/12/2022 05:00;4538,618;25,397;;5,998;7904;0;0;4580;0;0;64,777;905,711
08/12/2022 06:00;2592,293;20,3;;5,759;2281;0;6;3822;0;0;63,665;905,307
08/12/2022 07:00;11,644;18,725;;3,002;431;63;155;874;108;279;69,708;905,22
08/12/2022 08:00;-146,563;22,289;;1,181;0;187;0;0;0;3136;65,891;905,477
08/12/2022 09:00;-126,363;24,185;;2,077;0;212;0;0;0;4205;55,273;906,177
08/12/2022 10:00;1570,843;23,293;;4,467;1146;21;0;0;3641;538;48,742;907,189
08/12/2022 11:00;635,476;23,513;;3,743;886;0;0;0;5842;141;47,158;908,253
08/12/2022 12:00;569,862;25,319;;3,833;216;51;0;0;4712;3819;44,601;908,666
08/12/2022 13:00;11344,664;26,911;;8,807;7802;0;0;971;280;0;43,444;908,946
08/12/2022 14:00;17080,469;27,46;;12,018;16716;0;0;2703;0;0;42,658;908,88
08/12/2022 15:00;17396,919;26,813;;13,923;17110;0;0;3246;0;0;47,084;908,739
08/12/2022 16:00;17389,299;27,844;;15,105;17121;0;0;2737;0;0;55,013;908,253
08/12/2022 17:00;17390,541;27,709;;15,343;17117;0;0;2715;0;0;50,953;907,622
08/12/2022 18:00;20053,084;27,32;;14,85;19134;0;0;4373;0;0;45,779;906,885
08/12/2022 19:00;19336,657;27,516;;12,752;18858;0;0;6394;0;0;35,445;906,16
08/12/2022 20:00;21122,439;24,965;;16,453;20739;0;0;6111;0;0;40,403;905,438
08/12/2022 21:00;21154,005;24,761;;15,385;20838;0;0;4715;0;0;42,461;904,754
08/12/2022 22:00;20572,24;24,485;;12,914;20800;0;0;5610;0;0;44,75;905,38
08/12/2022 23:00;12430,896;26,395;;8,675;15630;0;0;6525;0;0;42,73;905,297
09/12/2022 00:00;7474,407;27,208;;7,225;5481;0;0;4651;0;0;43,123;905,355
09/12/2022 01:00;18071,578;27,765;;10,32;15933;0;0;4181;0;0;45,623;905,487
09/12/2022 02:00;17362,439;27,386;;10,457;18650;0;0;5544;0;0;45,478;905,769
09/12/2022 03:00;13405,003;27,011;;9,626;12889;0;0;5359;0;0;48,29;905,541
09/12/2022 04:00;20196,247;27,139;;14,545;18596;0;0;6449;0;0;51,209;905,321
09/12/2022 05:00;21032,053;26,157;;17,935;20694;0;0;5503;0;0;47,372;904,84
09/12/2022 06:00;20944,623;25,436;;18,292;20769;0;0;5856;0;0;40,35;904,3
09/12/2022 07:00;21072,25;25,744;;17,824;20754;0;0;5658;0;0;38,965;904,3
09/12/2022 08:00;21079,801;26,047;;15,814;20785;0;0;5007;0;0;42,859;904,268
09/12/2022 09:00;20866,263;28,283;;13,272;20615;0;0;2742;0;0;40,183;904,621
09/12/2022 10:00;10280,39;30,672;;7,482;14691;6;0;105;464;17;39,205;905,18
09/12/2022 11:00;3351,418;30,379;;5,41;2817;7;0;0;2926;217;41,623;905,901
09/12/2022 12:00;3499,336;29,974;;5,663;3277;0;0;0;2075;0;40,651;906,462
09/12/2022 13:00;2806,317;31,343;;5,241;3051;0;0;0;3141;0;52,311;906,638
09/12/2022 14:00;3066,22;31,165;;5,363;2136;0;0;0;2926;0;48,398;907,246
09/12/2022 15:00;7697,501;30,548;;7,213;5367;0;0;183;233;0;53,643;906,921
09/12/2022 16:00;12454,219;30,915;;8,306;15398;0;0;4797;0;0;62,988;906,822
09/12/2022 17:00;3603,581;28,803;;5,647;2680;0;0;3998;0;0;73,554;906,283
09/12/2022 18:00;13559,078;27,7;;10,254;11567;0;0;6418;0;0;78,101;905,798
09/12/2022 19:00;6181,867;26,886;;6,191;8706;83;2173;6176;0;0;81,164;906,203
09/12/2022 20:00;15979,466;24,178;;10,046;11863;3;167;6978;0;0;82,3;905,605
09/12/2022 21:00;13787,398;22,246;;8,8;14108;0;0;8010;0;0;82,3;905,806
09/12/2022 22:00;17039,802;21,415;;9,723;16875;0;0;9160;0;0;82,3;905,981
09/12/2022 23:00;10606,621;20,278;;7,84;12412;0;0;9254;0;0;82,267;907,208
10/12/2022 00:00;6949,003;19,827;;6,868;7085;0;0;8278;0;0;77,992;908,071
10/12/2022 01:00;7618,564;19,601;;6,939;7420;0;0;8274;0;0;80,006;909,177
10/12/2022 02:00;5996,714;19,127;;6,411;6555;0;0;6269;0;0;82,283;909,707
10/12/2022 03:00;6989,724;19,107;;7,102;5930;0;0;4830;0;0;82,316;910,101
10/12/2022 04:00;5660,112;19,555;;6,595;6078;0;0;4914;0;0;82,416;909,443
10/12/2022 05:00;10809,141;19,265;;8,21;9424;0;0;6204;0;0;82,453;909,372
10/12/2022 06:00;12652,793;19,24;;8,675;12123;0;0;7648;0;0;72,83;909,666
10/12/2022 07:00;10982,332;19,627;;8,271;12230;0;0;8058;0;0;56,135;909,7
10/12/2022 08:00;8336,462;20,158;;7,303;7900;0;0;5279;0;0;48,371;910,098
10/12/2022 09:00;8901,347;21,628;;7,534;8790;0;0;1335;517;0;41,033;910,644
10/12/2022 10:00;8195,598;23,726;;7,337;8100;0;0;0;5234;0;40,555;911,545
10/12/2022 11:00;11996,897;25,328;;8,34;10377;0;0;0;5664;0;42,254;912,494
10/12/2022 12:00;13291,341;26,771;;8,706;13710;0;0;40;5157;0;44,168;912,918
10/12/2022 13:00;12177,426;28,031;;8,384;12245;0;0;3590;0;0;48,511;913,223
10/12/2022 14:00;11018,242;28,85;;8,079;11050;0;0;5017;0;0;54,736;912,951
10/12/2022 15:00;9579,128;29,093;;7,719;9695;0;0;5270;0;0;60,936;912,866
10/12/2022 16:00;12704,55;29,073;;8,572;11550;0;0;5454;0;0;58,002;912,619
10/12/2022 17:00;16964,674;28,656;;9,67;15825;0;0;5890;0;0;59,129;912,328
10/12/2022 18:00;17848,942;27,654;;9,986;17574;0;0;7337;0;0;54,56;911,962
10/12/2022 19:00;19024,733;26,861;;10,417;18756;0;0;8308;0;0;44,134;911,472
10/12/2022 20:00;20490,649;25,911;;11,93;19575;0;0;8285;0;0;37,783;911,039
10/12/2022 21:00;20270,725;25,042;;12,169;20400;0;0;6774;0;0;38,609;910,897
10/12/2022 22:00;8054,348;25,107;;7,359;11116;0;0;7972;0;0;45,008;910,956
10/12/2022 23:00;9516,258;25,001;;7,71;6438;0;0;4413;0;0;60,978;910,628
11/12/2022 00:00;20452,873;25,985;;12,651;19491;0;0;2874;0;0;72,068;910,797
11/12/2022 01:00;21162,235;24,789;;16,309;20823;0;0;4733;0;0;76,303;910,878
11/12/2022 02:00;21247,054;23,708;;17,186;20906;0;0;5089;0;0;81,446;910,701
11/12/2022 03:00;21316,826;22,978;;16,683;20994;0;0;4668;0;0;82,433;910,429
11/12/2022 04:00;21385,241;22,306;;17,991;21045;0;0;5286;0;0;82,5;910,254
11/12/2022 05:00;21398,557;22,227;;19,168;21069;0;0;6444;0;0;82,304;909,812
11/12/2022 06:00;21405,741;22,162;;20,083;21061;0;0;7806;0;0;78,252;909,415
11/12/2022 07:00;21423,294;21,445;;18,823;21095;0;0;7944;0;0;66,669;909,288
11/12/2022 08:00;21227,109;21,52;;17,043;21132;0;0;6576;0;0;56,118;909,455
11/12/2022 09:00;21396,638;22,459;;16,637;21087;0;0;5694;0;0;50,734;909,739
11/12/2022 10:00;21140,839;23,508;;14,834;21006;0;0;3554;0;0;44,587;910,08
11/12/2022 11:00;16283,143;26,583;;9,86;18708;0;0;207;1456;0;41,927;910,343
11/12/2022 12:00;3403,901;28,926;;5,619;4852;0;0;0;6822;0;43,716;910,581
11/12/2022 13:00;827,072;30,649;;3,915;926;6;0;0;5649;491;39,091;910,599
11/12/2022 14:00;374,072;31,982;;3,241;621;46;0;0;1941;1093;37,302;911,088
11/12/2022 15:00;1609,858;31,285;;4,635;550;29;0;0;2105;765;36,751;910,822
11/12/2022 16:00;6630,864;30,685;;6,818;5603;0;0;3874;199;0;35,373;910,512
11/12/2022 17:00;10624,166;29,95;;8,063;10185;0;0;7718;0;0;31,364;910,183
11/12/2022 18:00;12730,93;29,037;;8,633;12069;0;0;8650;0;0;29,174;909,538
11/12/2022 19:00;14257,555;28,049;;9,087;13267;0;0;8801;0;0;28,214;908,781
11/12/2022 20:00;18375,838;26,415;;10,352;17534;0;0;9328;0;0;29,232;908,255
11/12/2022 21:00;13721,566;24,886;;8,955;15627;0;0;8337;0;0;30,157;907,761
11/12/2022 22:00;8565,474;23,874;;7,439;8074;0;0;4964;0;0;30,695;907,912
11/12/2022 23:00;11609,002;23,217;;8,363;11568;0;0;6193;0;0;29,843;908,304
12/12/2022 00:00;12617,194;22,274;;8,555;11400;0;0;5780;0;0;31,75;908,999
12/12/2022 01:00;14514,672;21,521;;8,876;14622;0;0;5098;0;0;37,705;909,563
12/12/2022 02:00;10818,686;20,609;;7,707;11634;0;0;6617;0;0;39,344;909,833
12/12/2022 03:00;11059,519;20,028;;7,794;10068;0;0;6804;0;0;40,408;909,5
12/12/2022 04:00;7358,05;18,968;;6,999;9192;0;0;7072;0;0;42,268;909,077
12/12/2022 05:00;4426,113;17,549;;6,096;4184;0;0;5429;0;0;35,763;908,996
12/12/2022 06:00;8090,121;17,684;;7,202;7573;0;0;5766;0;0;31,968;908,159
12/12/2022 07:00;7230,396;18,082;;6,841;7071;0;0;5451;0;0;29,947;908,181
12/12/2022 08:00;4559,064;18,437;;5,991;5195;0;0;3942;0;0;31,017;907,575
12/12/2022 09:00;3057,092;20,393;;5,29;3418;0;0;2653;2;0;26,876;908,002
12/12/2022 10:00;1598,852;21,922;;4,685;1908;0;0;48;1887;0;22,142;908,505
12/12/2022 11:00;3710,584;22,859;;5,819;2700;0;0;0;4786;0;17,236;909,586
12/12/2022 12:00;3591,822;22,957;;5,745;4167;0;0;0;5111;0;15,481;910,556
12/12/2022 13:00;2653,852;23,854;;5,173;2018;0;0;0;6055;0;15,083;911,03
12/12/2022 14:00;5693,356;24,526;;6,767;5334;0;0;0;2924;0;15,33;911,463
12/12/2022 15:00;6754,156;24,136;;6,819;6171;0;0;0;1723;0;15,33;911,615
12/12/2022 16:00;12180,292;25,253;;8,41;10950;0;0;75;716;0;15,33;911,562
12/12/2022 17:00;16855,515;25,034;;9,703;15538;0;0;1040;13;0;15,33;911,573
12/12/2022 18:00;14488,969;24,527;;9,078;15111;0;0;3139;0;0;15,33;911,432
12/12/2022 19:00;14470,897;23,587;;9,544;14318;0;0;3912;0;0;15,33;911,454
12/12/2022 20:00;15794,021;22,546;;10,106;15309;0;0;4478;0;0;15,33;911,406
12/12/2022 21:00;16319,524;21,454;;10,801;15909;0;0;3642;0;0;15,33;911,366
12/12/2022 22:00;17333,287;20,22;;12,254;16708;0;0;4486;0;0;15,33;911,366
12/12/2022 23:00;13313,146;18,534;;9,414;14741;0;0;3272;0;0;15,33;911,366
13/12/2022 00:00;6657,438;17,377;;7,215;8332;0;0;3444;0;0;15,33;911,366
13/12/2022 01:00;2111,031;16,75;;5,269;2417;0;0;2596;0;0;24,019;911,348
13/12/2022 02:00;1956,85;15,435;;5,01;1390;0;0;3288;0;0;40,467;911,316
13/12/2022 03:00;11059,506;14,986;;8,654;8426;0;0;5603;0;0;39,809;911,364
13/12/2022 04:00;10645,392;14,832;;8,563;12151;0;0;5965;0;0;38,091;911,391
13/12/2022 05:00;11243,53;14,443;;8,564;9567;0;0;5420;0;0;35,454;911,401
13/12/2022 06:00;13629,845;12,678;;8,713;15293;0;0;5716;0;0;30,622;911,414
13/12/2022 07:00;16974,415;15,518;;10,916;17478;0;0;5381;0;0;26,645;911,396
13/12/2022 08:00;17420,86;16,138;;10,727;16692;0;0;3363;0;0;19,171;911,085
13/12/2022 09:00;20566,05;18,245;;11,139;19824;0;0;1839;0;0;9,535;910,688
13/12/2022 10:00;19925,405;20,655;;10,446;19548;0;0;3424;0;0;9,071;911,212
13/12/2022 11:00;18282,37;23,06;;9,923;18966;0;0;1995;2;0;10,175;911,753
13/12/2022 12:00;16324,003;24,983;;9,441;15763;0;0;27;1288;0;10,99;911,869
13/12/2022 13:00;15469,132;26,81;;9,397;16887;0;0;0;2727;0;10,549;912,191
13/12/2022 14:00;8825,572;28,701;;7,627;8502;0;0;0;3138;0;10,566;911,715
13/12/2022 15:00;3931,556;22,251;;5,192;5016;0;0;23;660;0;11,516;911,578
13/12/2022 16:00;5287,418;19,938;;4,839;6230;0;0;897;0;0;19,798;911,142
13/12/2022 17:00;3028,045;20,178;;4,019;4620;0;0;109;384;0;22,029;910,783
13/12/2022 18:00;1110,915;23,628;;3,398;2038;4;0;83;1268;128;24,207;909,971
13/12/2022 19:00;15753,947;27,745;;9,716;11243;5;0;100;1800;160;25,123;909,489
13/12/2022 20:00;20524,912;26,675;;11,633;20029;0;0;2735;0;0;26,914;908,962
13/12/2022 21:00;20940,633;25,226;;12,114;20591;0;0;2340;0;0;26,459;908,791
13/12/2022 22:00;17292,287;25,426;;10,427;19102;0;0;3820;0;0;22,96;908,933
13/12/2022 23:00;17381,733;26,457;;11,836;15309;0;0;4058;0;0;22,691;908,852
14/12/2022 00:00;20982,885;26,789;;14,947;20678;0;0;3897;0;0;23,334;908,607
