Date;Wind_Speed_1H;Temperature_1H;Number_Available_WTGs;Presion_Atmosferica;Exported_Energy_1H_kWh
01/01/2023 00:00;5,071;14,693;14;907,802;4569,136
01/01/2023 01:00;7,319;14,822;14;909,389;15353,542
01/01/2023 02:00;6,686;15,039;14;910,346;14183,93
01/01/2023 03:00;4,528;15,352;14,5;910,392;7291,13
01/01/2023 04:00;5,758;15,975;12;910,012;4759,927
01/01/2023 05:00;4,689;17;14;909,726;3844,424
01/01/2023 06:00;3,138;17,74;14,833;909,548;20,878
01/01/2023 07:00;4,301;17,879;12;909,183;2238,448
01/01/2023 08:00;4,127;17,955;13,5;909,278;389,337
01/01/2023 09:00;6,114;18,037;14;909,438;7159,965
01/01/2023 10:00;8,667;18,066;15;909,251;25750,639
01/01/2023 11:00;12,003;18,328;14,833;910,693;46237,517
01/01/2023 12:00;13,558;17,782;14,833;911,371;47524,125
01/01/2023 13:00;12,126;17,441;15;911,863;47408,508
01/01/2023 14:00;11,006;17,745;14,833;912,201;46257,56
01/01/2023 15:00;10,234;17,894;15;912,354;42826,782
01/01/2023 16:00;9,411;17,103;15;912,702;40637,487
01/01/2023 17:00;6,337;16,967;15;912,991;17634,265
01/01/2023 18:00;5,386;17,187;15;913,249;6309,237
01/01/2023 19:00;4,902;17,944;15;913,311;5072,178
01/01/2023 20:00;3,811;17,76;15;913,292;2133,188
01/01/2023 21:00;3,04;17,661;15;912,79;0
01/01/2023 22:00;2,249;17,79;15;912,701;0
01/01/2023 23:00;2,029;18,701;15;912,537;0
02/01/2023 00:00;3,68;18,678;14,833;912,495;171,733
02/01/2023 01:00;5,17;18,936;15;912,856;4759,878
02/01/2023 02:00;5,362;18,952;15;913,097;10199,666
02/01/2023 03:00;5,134;19,68;15;913,399;7347,163
02/01/2023 04:00;4,49;19,817;15;913,265;4011,263
02/01/2023 05:00;3,849;20,691;15;912,843;1288,296
02/01/2023 06:00;3,772;21,605;15;912,374;1153,049
02/01/2023 07:00;3,271;21,829;15;912,043;68,851
02/01/2023 08:00;3,585;22,538;15;912,021;180,301
02/01/2023 09:00;2,432;23,309;15;912,208;0,366
02/01/2023 10:00;2,316;24,287;15;913,228;0
02/01/2023 11:00;2,543;25,037;15;914,15;0
02/01/2023 12:00;2,492;25,675;15;914,751;0
02/01/2023 13:00;2,935;25,745;15;914,56;0
02/01/2023 14:00;2,514;24,334;15;913,878;0
02/01/2023 15:00;2,514;24,003;15;913,44;0
02/01/2023 16:00;2,927;23,027;15;912,771;0,441
02/01/2023 17:00;3,214;22,374;14,333;911,911;2,5
02/01/2023 18:00;5,531;21,805;14,333;911,283;4985,089
02/01/2023 19:00;6,349;21,378;15;910,878;8724,265
02/01/2023 20:00;7,824;16,863;15;910,477;23993,22
02/01/2023 21:00;10,687;19,012;15;909,783;38018,376
02/01/2023 22:00;10,694;19,748;15;909,266;45510,651
02/01/2023 23:00;9,607;17,921;11,5;908,88;31574,331
03/01/2023 00:00;9,52;17,741;13,667;908,404;31748,727
03/01/2023 01:00;5,944;18,627;14,167;908,745;20477,321
03/01/2023 02:00;4,46;18,83;14;910,136;1644,342
03/01/2023 03:00;4,14;18,764;14,167;911,416;2219,334
03/01/2023 04:00;4,719;15,493;12,667;910;729,463
03/01/2023 05:00;6,023;17,105;13,833;908,996;13624,157
03/01/2023 06:00;4,035;17,851;14,167;909,232;1028,627
03/01/2023 07:00;4,241;18,49;14,5;909,51;886,269
03/01/2023 08:00;4,642;19,737;15;910,589;4649,481
03/01/2023 09:00;5,273;20,441;15;911,024;4790,155
03/01/2023 10:00;5,567;21,097;15;911,554;8096,783
03/01/2023 11:00;4,998;21,743;15;912,624;4343,269
03/01/2023 12:00;5,148;22,321;15;913,409;5384,308
03/01/2023 13:00;4,368;22,689;15;913,801;2165,465
03/01/2023 14:00;4,225;22,953;14,167;913,832;1389,679
03/01/2023 15:00;4,118;22,757;14,333;913,666;621,158
03/01/2023 16:00;3,605;22,048;15;913,348;147,729
03/01/2023 17:00;3,889;21,859;15;913,076;98,476
03/01/2023 18:00;4,242;21,848;14,667;912,91;1206,838
03/01/2023 19:00;4,439;21,913;15;912,655;2040,211
03/01/2023 20:00;2,937;22,044;15;912,465;641,205
03/01/2023 21:00;2,697;21,636;15;912,329;0
03/01/2023 22:00;2,745;21,257;15;912,538;0
03/01/2023 23:00;1,771;21,367;15;912,734;0
04/01/2023 00:00;1,918;21,39;15;912,721;0
04/01/2023 01:00;2,691;21,603;15;913,146;0
04/01/2023 02:00;2,988;22,009;15;913,404;0
04/01/2023 03:00;2,908;22,349;15;913,68;0
04/01/2023 04:00;3,039;22,741;15;913,888;0
04/01/2023 05:00;3,153;23,431;15;913,688;0
04/01/2023 06:00;3,165;23,774;15;913,197;0
04/01/2023 07:00;2,451;24,372;15;913,038;0
04/01/2023 08:00;1,841;25,118;15;913,288;0
04/01/2023 09:00;1,651;25,453;15;913,782;0
04/01/2023 10:00;2,329;26,212;15;914,89;0
04/01/2023 11:00;2,243;26,806;15;915,935;0
04/01/2023 12:00;2,61;27,122;15;916,788;0
04/01/2023 13:00;3,033;27,066;15;916,803;0
04/01/2023 14:00;2,621;26,268;15;916,306;12,137
04/01/2023 15:00;2,531;25,535;15;915,7;0
04/01/2023 16:00;2,679;24,171;14,667;915,291;3,465
04/01/2023 17:00;3,955;23,093;13,5;914,826;137,364
04/01/2023 18:00;6,389;22,519;15;914,531;9596,281
04/01/2023 19:00;7,365;22,521;15;914,061;18726,313
04/01/2023 20:00;8,125;22,141;15;913,673;23945,491
04/01/2023 21:00;10,187;22,14;15;913,294;39315,506
04/01/2023 22:00;11,102;21,46;15;912,926;45900,861
04/01/2023 23:00;11,789;23,194;15;912,59;46610,907
05/01/2023 00:00;10,594;24,789;14,333;912,484;44260,848
05/01/2023 01:00;9,012;24,818;14;912,939;36463,781
05/01/2023 02:00;6,9;24,978;14,333;913,271;18740,725
05/01/2023 03:00;4,269;24,787;15;913,175;4486,346
05/01/2023 04:00;2,582;24,09;14,167;912,639;10,309
05/01/2023 05:00;5,256;24,496;15;912,315;4233,758
05/01/2023 06:00;5,433;25,32;15;911,885;7776,746
05/01/2023 07:00;6,052;25,898;15;911,656;8806,537
05/01/2023 08:00;7,695;26,476;14,833;911,883;20698,312
05/01/2023 09:00;8,677;27,317;15;912,228;27714,232
05/01/2023 10:00;10,471;28,06;15;913,226;42274,616
05/01/2023 11:00;10,45;28,674;15;914,196;44503,504
05/01/2023 12:00;8,811;28,307;15;914,664;35936,585
05/01/2023 13:00;6,774;28,066;15;914,839;18422,274
05/01/2023 14:00;5,183;27,856;15;914,783;6032,845
05/01/2023 15:00;5,037;27,118;14;914,655;3218,979
05/01/2023 16:00;7,772;25,619;14,667;914,481;18112,458
05/01/2023 17:00;9,214;24,815;15;914,334;32191,288
05/01/2023 18:00;9,923;24,609;15;914,038;39744,733
05/01/2023 19:00;10,434;24,737;15;913,553;42986,864
05/01/2023 20:00;10,774;24,139;15;913,079;44657,169
05/01/2023 21:00;12,126;22,94;15;912,734;46221,633
05/01/2023 22:00;12,849;22,517;15;912,596;46780,772
05/01/2023 23:00;13,207;23,916;14,833;912,588;46469,389
06/01/2023 00:00;12,788;24,502;15;912,868;46629,769
06/01/2023 01:00;11,378;25,658;15;913,408;46656,673
06/01/2023 02:00;8,503;25,771;14;913,539;35367,783
06/01/2023 03:00;4,617;26,68;14,667;913,312;5725,778
06/01/2023 04:00;4,3;25,139;14,833;912,989;1935,955
06/01/2023 05:00;4,619;23,977;14,833;912,415;2396,02
06/01/2023 06:00;5,87;24,883;15;911,898;10389,433
06/01/2023 07:00;6,313;25,897;15;911,444;13149,343
06/01/2023 08:00;8,785;27,577;15;911,503;25995,1
06/01/2023 09:00;10,725;28,643;14,5;912,034;43733,076
06/01/2023 10:00;9,167;29,12;14,167;913,074;37334,876
06/01/2023 11:00;7,204;28,979;15;914,184;21587,222
06/01/2023 12:00;5,535;29,022;15;914,697;8777,295
06/01/2023 13:00;5,256;28,867;15;914,988;4306,253
06/01/2023 14:00;6,535;28,498;14;915,251;7787,803
06/01/2023 15:00;10,052;28,205;14,833;915,102;37872,45
06/01/2023 16:00;10,336;27,498;15;914,914;42635,555
06/01/2023 17:00;10,63;26,761;15;914,61;43633,197
06/01/2023 18:00;11,283;26,681;14,833;914,199;45561,629
06/01/2023 19:00;11,869;26,831;15;913,877;46226,679
06/01/2023 20:00;11,17;26,833;15;913,563;46038,736
06/01/2023 21:00;11,049;26,742;15;913,241;46250,088
06/01/2023 22:00;11,66;26,556;13,833;913,351;45879,197
06/01/2023 23:00;12,189;25,748;12,667;913,654;44213,161
07/01/2023 00:00;13,308;27,903;15;913,908;46370,924
07/01/2023 01:00;11,901;28,113;15;914,303;46098,333
07/01/2023 02:00;9,33;28,402;14,833;914,574;40850,664
07/01/2023 03:00;6,045;27,396;15;914,585;13420,111
07/01/2023 04:00;5,074;25,348;15;914,369;7113,908
07/01/2023 05:00;4,908;25,938;15;914,077;3951,978
07/01/2023 06:00;4,809;26,945;15;913,707;3795,261
07/01/2023 07:00;6,314;27,809;14,167;913,254;5946,642
07/01/2023 08:00;10,573;28,901;15;913,174;40754,025
07/01/2023 09:00;9,728;29,554;15;913,78;39831,286
07/01/2023 10:00;10,522;30,243;15;915,101;44229,696
07/01/2023 11:00;9,182;29,755;15;916,212;39824,896
07/01/2023 12:00;6,448;29,889;15;916,802;15049,787
07/01/2023 13:00;5,767;29,889;15;916,958;9519,17
07/01/2023 14:00;3,57;29,774;14;917,025;1530,909
07/01/2023 15:00;6,206;29,048;13,667;917,112;6827,711
07/01/2023 16:00;7,201;28,062;15;917,051;16673,3
07/01/2023 17:00;8,24;27,352;15;916,855;25440,639
07/01/2023 18:00;10,1;24,824;15;916,248;37232,629
07/01/2023 19:00;10,07;24,315;15;915,504;42289,962
07/01/2023 20:00;10,472;24,704;15;915,024;42741,626
07/01/2023 21:00;12,822;26,751;15;914,83;46603,441
07/01/2023 22:00;14,261;26,673;15;914,63;46851,382
07/01/2023 23:00;12,068;25,809;15;914,705;47576,118
08/01/2023 00:00;8,787;26,377;15;915,133;39054,26
08/01/2023 01:00;8,613;25,722;15;916,205;27310,595
08/01/2023 02:00;8,61;25,071;15;916,24;34029,391
08/01/2023 03:00;7,108;24,946;15;916,123;14559,38
08/01/2023 04:00;7,217;25,177;14,333;915,762;21659,68
08/01/2023 05:00;6,863;25,268;15;915,479;14528,926
08/01/2023 06:00;7,233;25,725;15;914,897;18956,082
08/01/2023 07:00;7,345;26,825;14,667;914,676;20356,42
08/01/2023 08:00;8,198;27,819;15;914,932;25220,7
08/01/2023 09:00;8,761;28,2;15;915,159;34666,041
08/01/2023 10:00;8,157;29,04;15;915,937;28161,712
08/01/2023 11:00;7,485;29,385;15;916,917;21708,312
08/01/2023 12:00;6,867;29,449;15;917,482;18151,095
08/01/2023 13:00;4,088;29,274;14,5;917,689;3225,271
08/01/2023 14:00;6,462;28,812;13,5;917,713;8342,631
08/01/2023 15:00;7,147;28,383;14,167;917,367;15098,457
08/01/2023 16:00;8,054;27,581;14;917,092;21221,708
08/01/2023 17:00;8,566;26,819;14,667;916,45;25518,589
08/01/2023 18:00;9,59;26,192;14,833;915,972;36306,942
08/01/2023 19:00;9,488;25,899;15;915,432;38091,873
08/01/2023 20:00;9,611;25,825;15;914,775;38883,892
08/01/2023 21:00;10,516;25,214;15;914,19;44281,877
08/01/2023 22:00;11,64;25,389;15;913,776;46344,496
08/01/2023 23:00;11,812;25,322;14,667;913,636;45685,996
09/01/2023 00:00;12,704;25,816;15;913,545;46047,431
09/01/2023 01:00;12,651;25,633;15;913,76;46885,015
09/01/2023 02:00;11,015;24,833;15;913,869;45605,108
09/01/2023 03:00;6,633;25,068;14,5;913,528;19839,355
09/01/2023 04:00;7,829;24,907;14,833;913,041;20638,976
09/01/2023 05:00;10,11;25,585;14,833;912,422;36206,064
09/01/2023 06:00;11,239;26,32;15;911,961;46265,486
09/01/2023 07:00;10,457;27,033;14,833;911,488;43312,406
09/01/2023 08:00;10,046;27,593;15;911,391;41427,981
09/01/2023 09:00;9,948;28,507;14,833;911,539;39595,894
09/01/2023 10:00;10,374;28,994;15;912,002;42764,648
09/01/2023 11:00;9,569;29,251;14,5;912,793;38717,063
09/01/2023 12:00;7,299;29,185;13,833;913,208;18721,876
09/01/2023 13:00;5,07;29,215;14;913,076;4451,879
09/01/2023 14:00;4,738;29,685;13,667;911,978;3445,236
09/01/2023 15:00;4,948;29,316;14,667;910,738;3308,93
09/01/2023 16:00;5,745;28,484;13,333;912,406;4338,584
09/01/2023 17:00;4,875;27,787;15;912,165;8492,849
09/01/2023 18:00;6,26;27,49;15;911,588;6380,846
09/01/2023 19:00;8,047;27,022;15;911,065;23351,734
09/01/2023 20:00;8,454;27,73;15;910,557;27422,709
09/01/2023 21:00;10,076;28,409;15;910,328;37758,157
09/01/2023 22:00;10,951;26,165;15;909,933;43989,454
09/01/2023 23:00;10,99;25,824;15;909,822;44739,06
10/01/2023 00:00;8,848;24,588;14,667;909,809;35908,71
10/01/2023 01:00;8,054;24,707;15;910,175;26736,507
10/01/2023 02:00;8,014;24,792;14,333;910,276;21501,164
10/01/2023 03:00;9,711;24,766;14;910,212;38575,94
10/01/2023 04:00;9,3;25,182;15;910,099;37077,758
10/01/2023 05:00;10,4;25,963;15;909,567;43038,395
10/01/2023 06:00;10,712;27,071;15;909,01;46588,019
10/01/2023 07:00;10,61;27,739;14,333;908,789;43015,47
10/01/2023 08:00;9,532;28,546;14,5;909,842;38245,787
10/01/2023 09:00;9,619;29,733;15;909,805;37383,565
10/01/2023 10:00;10,828;30,825;14,833;910,537;42154,35
10/01/2023 11:00;11,087;31,194;9,833;910,973;31376,793
10/01/2023 12:00;9,04;31,266;11,5;911,708;26232,162
10/01/2023 13:00;6,152;29,224;13,833;911,295;12371,71
10/01/2023 14:00;4,345;26,671;14,167;910,384;1803,386
10/01/2023 15:00;4,329;26,81;14,333;908,942;2068,51
10/01/2023 16:00;3,981;25,839;14,333;911,023;520,33
10/01/2023 17:00;7,643;23,218;14;911,083;18342,508
10/01/2023 18:00;5,358;18,557;14,167;910,476;9432,085
10/01/2023 19:00;3,486;16,692;13,667;910,038;75,85
10/01/2023 20:00;4,667;15,948;15;909,345;1972,824
10/01/2023 21:00;5,991;15,502;14,167;908,5;3064,097
10/01/2023 22:00;10,015;15,711;15;908,188;39819,537
10/01/2023 23:00;7,325;18,332;15;908,842;23091,841
11/01/2023 00:00;7,63;19,04;15;909,678;21428,537
11/01/2023 01:00;5,146;21,698;15;911,69;9609,433
11/01/2023 02:00;4,872;20,802;13;912,82;5190,136
11/01/2023 03:00;5,823;19,104;13,833;912,848;4182,227
11/01/2023 04:00;9,111;18,672;13,333;912,41;30042,582
11/01/2023 05:00;7,576;18,238;13,833;911,507;21578,669
11/01/2023 06:00;7,944;19,272;13,667;911,571;20654,673
11/01/2023 07:00;3,003;21,093;14,833;910,52;9881,202
11/01/2023 08:00;3,026;22,127;15;909,23;0
11/01/2023 09:00;3,608;22,282;15;910,155;47,079
11/01/2023 10:00;2,579;22,431;15;911,253;0
11/01/2023 11:00;3,136;22,367;15;912,944;0
11/01/2023 12:00;5,242;22,662;14;913,378;3627,501
11/01/2023 13:00;5,23;22,777;14,333;913,786;4226,133
11/01/2023 14:00;5,507;22,666;13,833;913,958;5984,2
11/01/2023 15:00;6,025;21,968;14;913,575;7347,338
11/01/2023 16:00;5,579;21,07;15;913,686;7126,372
11/01/2023 17:00;6,029;20,342;15;913,379;8316,709
11/01/2023 18:00;6,382;19,649;15;913,051;12617,814
11/01/2023 19:00;6,126;18,802;15;912,645;12145,219
11/01/2023 20:00;5,941;18,098;15;911,971;10412,872
11/01/2023 21:00;5,811;17,322;15;911,326;11716,236
11/01/2023 22:00;6,03;16,32;15;910,852;11184,271
11/01/2023 23:00;6,494;16,285;15;911,075;14258,737
12/01/2023 00:00;6,484;14,929;15;911,331;13883,432
12/01/2023 01:00;8,116;13,853;15;911,849;26356,938
12/01/2023 02:00;7,319;13,125;15;912,236;26639,517
12/01/2023 03:00;6,638;13,006;14,833;911,722;15280,952
12/01/2023 04:00;5,367;13,684;13,333;910,736;3714,063
12/01/2023 05:00;10,548;14,252;15;910,099;37786,019
12/01/2023 06:00;6,404;14,131;14,667;910,371;12650,627
12/01/2023 07:00;8,695;14,259;15;910,872;30366,577
12/01/2023 08:00;7,583;14,684;15;910,399;26794,896
12/01/2023 09:00;7,571;15,577;15;911,464;22819,482
12/01/2023 10:00;7,008;16,821;14,833;910,823;18054,841
12/01/2023 11:00;6,755;17,836;14;910,81;16127,265
12/01/2023 12:00;5,983;19,454;14;910,957;13582,999
12/01/2023 13:00;3,642;19,684;14,5;910,547;1289,493
12/01/2023 14:00;4,247;19,527;14,667;910,499;923,06
12/01/2023 15:00;3,176;19,009;15;910,618;506,958
12/01/2023 16:00;4,049;18,008;14,667;910,491;369,485
12/01/2023 17:00;4,91;17,29;15;910,763;3563,474
12/01/2023 18:00;4,707;17,655;15;910,294;3141,148
12/01/2023 19:00;4,052;18,04;15;910,264;1741,532
12/01/2023 20:00;4,225;18,942;15;910,028;1180,523
12/01/2023 21:00;4,508;19,159;15;910,056;3345,438
12/01/2023 22:00;4,975;18,753;15;909,89;3556,267
12/01/2023 23:00;4,053;18,607;15;909,684;2987,128
13/01/2023 00:00;3,982;18,538;15;909,956;888,447
13/01/2023 01:00;3,975;18,61;15;910,451;346,486
13/01/2023 02:00;4,725;18,465;15;910,799;2945,952
13/01/2023 03:00;5,445;18,173;15;910,792;5937,669
13/01/2023 04:00;5,495;17,781;15;910,728;8600,253
13/01/2023 05:00;5,063;17,505;15;910,753;4667,252
13/01/2023 06:00;4,011;19,607;15;910,84;1421,415
13/01/2023 07:00;5,216;21,006;13,833;910,791;3496,197
13/01/2023 08:00;5,512;21,789;14,333;910,817;7295,88
13/01/2023 09:00;4,407;22,563;14,167;911,405;3711,043
13/01/2023 10:00;3,121;23,179;14,833;912,306;94,164
13/01/2023 11:00;2,651;23,98;15;913,256;0
13/01/2023 12:00;3,584;24,234;14,667;913,922;34,058
13/01/2023 13:00;4,283;24,054;13,667;914,095;798,456
13/01/2023 14:00;4,388;23,332;13,667;913,867;1938,986
13/01/2023 15:00;3,849;22,52;14,167;913,537;658,704
13/01/2023 16:00;3,164;21,822;14,833;913,035;21,688
13/01/2023 17:00;3,364;21,084;14,833;912,372;0
13/01/2023 18:00;4,865;20,772;14,5;911,83;2101,574
13/01/2023 19:00;6,264;20,602;15;911,426;10492,731
13/01/2023 20:00;6,673;20,676;15;910,662;13936,593
13/01/2023 21:00;7,842;21,571;14,833;910,197;19553,521
13/01/2023 22:00;9,957;21,819;14,833;910,052;37344,943
13/01/2023 23:00;10,072;21,692;15;909,696;41635,347
14/01/2023 00:00;9,283;21,167;14,833;909,545;38934,218
14/01/2023 01:00;7,946;19,43;14,333;909,819;25509,604
14/01/2023 02:00;8,324;19,457;14,5;909,699;28334,934
14/01/2023 03:00;9,183;19,674;14,333;909,653;33855,115
14/01/2023 04:00;10,125;19,701;15;909,133;40314,351
14/01/2023 05:00;12,635;20,228;15;908,725;47434,423
14/01/2023 06:00;12,314;21,612;15;908,279;47386,546
14/01/2023 07:00;12,629;22,184;14,833;907,93;47293,889
14/01/2023 08:00;11,212;22,967;14,333;907,905;46004,972
14/01/2023 09:00;9,52;23,88;14,5;908,39;36273,11
14/01/2023 10:00;12,329;24,914;14,667;909,421;44115,794
14/01/2023 11:00;12,924;25,888;15;910,184;46611,541
14/01/2023 12:00;10,755;26,418;15;910,84;45321,245
14/01/2023 13:00;8,631;26,384;15;910,941;34493,849
14/01/2023 14:00;6,695;26,157;14,333;910,679;17744,915
14/01/2023 15:00;4,935;25,549;14,333;910,727;5055,973
14/01/2023 16:00;4,587;24,518;14,333;910,659;2162,716
14/01/2023 17:00;5,304;23,684;14,333;910,339;4003,429
14/01/2023 18:00;6,535;23,587;15;910,208;10852,463
14/01/2023 19:00;7,72;23,672;15;910,05;21728,892
14/01/2023 20:00;9,846;23,936;15;909,685;35318,412
14/01/2023 21:00;11,369;24,671;15;909,488;46044,327
14/01/2023 22:00;11,443;23,761;15;909,315;44959,367
14/01/2023 23:00;11,062;18,887;15;909,212;45047,669
15/01/2023 00:00;9,042;18,447;14,167;909,333;37718,321
15/01/2023 01:00;6,73;18,406;13,833;910,178;20380,024
15/01/2023 02:00;6,59;19,208;14,833;910,587;8869,58
15/01/2023 03:00;8,147;19,509;15;910,731;27446,988
15/01/2023 04:00;7,649;18,516;15;910,226;24129,376
15/01/2023 05:00;5,695;20,23;15;910,477;11365,141
15/01/2023 06:00;4,956;22,506;15;911,322;4377,561
15/01/2023 07:00;4,923;23,805;15;911,632;4616,893
15/01/2023 08:00;3,62;24,825;15;912,129;1849,069
15/01/2023 09:00;2,345;25,323;15;912,595;1,506
15/01/2023 10:00;4,105;25,459;15;913,805;462,098
15/01/2023 11:00;4,367;25,676;15;914,927;2015,715
15/01/2023 12:00;3,99;26,12;15;915,494;652,026
15/01/2023 13:00;4,286;26,24;14,333;915,863;801,532
15/01/2023 14:00;4,583;25,775;14,167;915,817;1621,215
15/01/2023 15:00;4,076;25,025;14,667;915,542;1516,687
15/01/2023 16:00;4,435;21,677;13,167;915,22;345,851
15/01/2023 17:00;4,84;17,154;15;914,793;3901,045
15/01/2023 18:00;5,8;19,686;14,833;914,17;5675,869
15/01/2023 19:00;6,033;18,32;15;913,717;12058,814
15/01/2023 20:00;10,761;18,756;8,167;913,137;16018,391
15/01/2023 21:00;12,038;20,19;10,833;912,66;25315,617
15/01/2023 22:00;11,434;18,518;14,167;912,227;25537,524
15/01/2023 23:00;10,38;17,329;15;913,157;43473,495
16/01/2023 00:00;9,156;15,777;15;914,228;37238,302
16/01/2023 01:00;11,713;18,442;14,667;913,267;40685,92
16/01/2023 02:00;13,382;17,846;15;912,919;47433,112
16/01/2023 03:00;13,476;21,542;14,5;912,387;39864,804
16/01/2023 04:00;12,758;21,845;15;912,057;46972,31
16/01/2023 05:00;17,637;21,139;15;912,278;47561,16
16/01/2023 06:00;12,322;22,179;15;913,063;47496,322
16/01/2023 07:00;7,061;22,992;15;913,41;29369,459
16/01/2023 08:00;5,837;23,517;15;911,579;6387,673
16/01/2023 09:00;7,107;24,112;14,5;911,721;17530,765
16/01/2023 10:00;7,33;25,103;14,333;912,179;16296,33
16/01/2023 11:00;10,415;25,843;15;912,979;39030,468
16/01/2023 12:00;10,368;26,529;14,667;913,382;44557,388
16/01/2023 13:00;7,45;26,404;14,833;913,9;24944,758
16/01/2023 14:00;6,897;26,574;14,833;913,635;15896,55
16/01/2023 15:00;7,03;26,179;15;913,346;17181,048
16/01/2023 16:00;6,815;25,314;15;913,425;15388,144
16/01/2023 17:00;6,92;24,111;14,833;913,183;15742,205
16/01/2023 18:00;7,566;24,654;15;912,688;17277,528
16/01/2023 19:00;9,156;25,201;15;912,179;34812,4
16/01/2023 20:00;10,222;25,196;15;911,691;41091,286
16/01/2023 21:00;10,604;24,599;15;910,922;43996,112
16/01/2023 22:00;14,721;24,755;15;910,592;46361,339
16/01/2023 23:00;14,905;23,781;15;910,225;46971,253
17/01/2023 00:00;13,111;20,134;15;910,367;47316,393
17/01/2023 01:00;11,263;15,181;15;910,876;45578,612
17/01/2023 02:00;10,594;14,543;15;911,451;44434,796
17/01/2023 03:00;4,611;15,206;14,5;911,885;7444,811
17/01/2023 04:00;8,963;16,517;8,833;911,603;8882,184
17/01/2023 05:00;9,972;17,288;15;910,984;40255,609
17/01/2023 06:00;7,355;18,18;15;911,094;29584,658
17/01/2023 07:00;4,4;18,655;15;911,454;4287,896
17/01/2023 08:00;4,436;19,733;14,333;912,435;1536,162
17/01/2023 09:00;4,959;20,934;13,833;912,726;3477,931
17/01/2023 10:00;5,174;22,266;14;913,557;4718,267
17/01/2023 11:00;5,44;22,889;14;914,548;5386,312
17/01/2023 12:00;5,809;23,331;14;915,172;10978,505
17/01/2023 13:00;5,524;21,952;14,167;915,872;7106,217
17/01/2023 14:00;4,901;19,398;14,167;915,911;3543,821
17/01/2023 15:00;5,707;18,299;14,833;915,518;5697,36
17/01/2023 16:00;6,103;18,382;15;915,306;9538,712
17/01/2023 17:00;6,61;18,296;15;915,268;15236,434
17/01/2023 18:00;6,306;17,916;12,833;915,276;9254,412
17/01/2023 19:00;6,114;16,494;15;914,912;12845,831
17/01/2023 20:00;6,13;16,378;15;914,518;10720,752
17/01/2023 21:00;5,341;16,207;14,833;914,098;9238,966
17/01/2023 22:00;7,774;16,207;14,167;913,751;20265,793
17/01/2023 23:00;3,727;16,199;15;913,972;1734,206
18/01/2023 00:00;4,383;17,431;15;914,892;3235,15
18/01/2023 01:00;4,257;17,797;15;915,863;9948,088
18/01/2023 02:00;4,257;19,993;15;915,576;17124,475
18/01/2023 03:00;4,658;19,515;14,833;915,114;3430,468
18/01/2023 04:00;5,301;19,568;14,167;915,749;7553,095
18/01/2023 05:00;7,741;19,114;14;916,557;20758,533
18/01/2023 06:00;7,699;20,944;14;916,758;20135,234
18/01/2023 07:00;5,975;22,725;13,667;915,279;16044
18/01/2023 08:00;4,426;23,978;13,5;915,271;2496,176
18/01/2023 09:00;4,032;24,665;13,5;914,396;513,331
18/01/2023 10:00;3,188;25,204;14,667;914,433;0,945
18/01/2023 11:00;3,831;24,539;14,667;915,764;70,508
18/01/2023 12:00;3,146;24,046;15;916,532;56,553
18/01/2023 13:00;3,893;23,893;14,667;917,006;670,463
18/01/2023 14:00;3,706;23,742;14,667;917,594;586,159
18/01/2023 15:00;3,39;22,995;14,833;917,2;17,585
18/01/2023 16:00;4,513;22,036;14,5;917,01;1452,603
18/01/2023 17:00;5,005;21,626;15;916,474;3593,131
18/01/2023 18:00;6,82;21,271;14,667;916,146;11333,417
18/01/2023 19:00;8,95;21,093;14;915,823;29237,821
18/01/2023 20:00;10,001;20,912;14;915,262;39298,05
18/01/2023 21:00;10,078;21,275;14;915,019;39628,267
18/01/2023 22:00;10,843;21,264;14;915,073;41815,686
18/01/2023 23:00;12,118;22,099;14;914,886;43745,892
19/01/2023 00:00;11,457;22,586;14;915,175;43412,569
19/01/2023 01:00;9,764;22,514;14;915,633;39641,831
19/01/2023 02:00;8,142;22,401;13,333;915,556;27802,88
19/01/2023 03:00;7,91;22,79;13,167;915,421;21873,553
19/01/2023 04:00;8,972;23,188;13,833;915,168;30417,91
19/01/2023 05:00;7,603;24,019;13,833;914,795;25399,064
19/01/2023 06:00;6,872;25,054;13,833;914,363;15281,676
19/01/2023 07:00;7,134;25,799;14,167;914,146;20371,774
19/01/2023 08:00;5,948;25,987;14,167;913,963;11398,921
19/01/2023 09:00;4,502;26,292;14,5;914,043;3117,909
19/01/2023 10:00;4,524;27,141;14,333;914,39;1428,363
19/01/2023 11:00;5,155;26,862;13,833;914,994;2895,351
19/01/2023 12:00;6,493;27,168;13,833;915,709;10850,646
19/01/2023 13:00;6,491;27,414;14;915,732;11260,124
19/01/2023 14:00;6,229;27,579;14,667;915,579;11244,539
19/01/2023 15:00;6,431;27,553;13,833;915,259;11625,158
19/01/2023 16:00;7,354;27,14;14;914,433;15697,23
19/01/2023 17:00;8,467;26,593;14,667;913,462;26279,261
19/01/2023 18:00;9,167;26,388;15;912,782;34167,121
19/01/2023 19:00;9,888;25,976;11,833;912,28;35645,828
19/01/2023 20:00;11,769;25,175;13;911,362;37410,021
19/01/2023 21:00;11,449;26,757;15;910,538;46554,806
19/01/2023 22:00;11,121;25,762;14;909,93;44333,942
19/01/2023 23:00;10,415;25,247;14;909,546;41270,041
20/01/2023 00:00;8,304;26,021;13,5;909,63;29533,882
20/01/2023 01:00;7,882;26,699;13,667;909,689;19462,061
