Date/Signal;Exported Energy 1H (kWh);Number of Available WTGs;Wind Speed 1H (m/s);Wind Direction 1H (º);Ambient Temperature 1H (m/s);Humedad Relativa (%);Presión Atmosférica (mbar)
01/07/2022 00:00;31928,748;14,333;9,429;;10,072;;897,418
01/07/2022 01:00;43077,443;14;12,74;;9,387;;896,906
01/07/2022 02:00;43542,037;14;14,063;;8,344;;896,849
01/07/2022 03:00;42611,472;12,833;21,171;;7,981;;896,962
01/07/2022 04:00;27798,142;5,333;23,61;;7,766;;898,277
01/07/2022 05:00;27731,397;6,667;23,281;;7,286;;899,322
01/07/2022 06:00;27374,405;8;22,399;;6,921;;900,129
01/07/2022 07:00;43816,433;13,667;21,715;;5,75;;900,811
01/07/2022 08:00;46700,812;15;16,638;;5,66;;901,019
01/07/2022 09:00;47361,179;15;13,37;;6,807;;901,352
01/07/2022 10:00;47033,147;14,833;12,555;;8,754;;901,915
01/07/2022 11:00;47515,243;15;13,319;;10,372;;902,26
01/07/2022 12:00;47389,613;15;12,292;;11,749;;902,675
01/07/2022 13:00;45148,716;15;9,765;;13,004;;903,405
01/07/2022 14:00;12866,847;14,5;5,897;;14,278;;904,439
01/07/2022 15:00;6732,367;14;5,264;;14,234;;906,074
01/07/2022 16:00;5385,765;14,167;5,213;;13,961;;906,709
01/07/2022 17:00;7397,967;15;5,548;;13,305;;907,612
01/07/2022 18:00;7323,378;15;5,643;;12,222;;908,168
01/07/2022 19:00;32738,83;15;9,932;;11,844;;908,91
01/07/2022 20:00;37051,224;15;9,501;;10,747;;909,315
01/07/2022 21:00;28878,577;15;7,629;;10,726;;909,433
01/07/2022 22:00;23671,12;14,667;7,599;;10,029;;909,717
01/07/2022 23:00;17701,137;15;7,483;;9,668;;909,628
02/07/2022 00:00;37776,396;15;9,151;;9,687;1;241,676
02/07/2022 01:00;29568,449;15;7,964;;9,458;1;237,421
02/07/2022 02:00;10204,14;15;5,819;;9,256;1;244,211
02/07/2022 03:00;9784,33;15;5,984;;8,741;1;230,774
02/07/2022 04:00;11766,122;15;6,028;;7,938;1;234,858
02/07/2022 05:00;11891,867;15;5,985;;7,108;1;207,177
02/07/2022 06:00;9831,802;15;5,765;;6,509;1;177,949
02/07/2022 07:00;4289,969;15;4,808;;6,071;1;193,549
02/07/2022 08:00;5601,532;15;5,084;;5,858;1;207,858
02/07/2022 09:00;7327,136;15;5,296;;6,315;1;178,577
02/07/2022 10:00;5584,579;15;5,21;;7,432;1;193,406
02/07/2022 11:00;7666,033;15;5,515;;8,151;1;194,408
02/07/2022 12:00;5511,246;15;5,077;;8,571;1;174,416
02/07/2022 13:00;5903,596;15;5,347;;8,986;1;169,613
02/07/2022 14:00;10624,229;15;6,231;;9,62;1;147,255
02/07/2022 15:00;16672,05;15;6,952;;10,362;1;157,388
02/07/2022 16:00;20752,911;15;7,515;;10,128;1;129,232
02/07/2022 17:00;24983,405;15;7,707;;10,047;1;103,05
02/07/2022 18:00;26020,164;15;7,79;;9,131;1;110,396
02/07/2022 19:00;36497,98;15;10,234;;8,427;1;96,122
02/07/2022 20:00;46674,56;15;11,014;;8,054;1;103,397
02/07/2022 21:00;44770,49;14,833;9,97;;8,461;1;87,556
02/07/2022 22:00;20119,304;14,833;6,893;;9,624;1;84,407
02/07/2022 23:00;23815,597;14;8,519;;9,481;1;69,218
03/07/2022 00:00;41843,531;13,833;10,697;;9,19;1;910,765
03/07/2022 01:00;41998,951;14;10,023;;8,902;1;910,815
03/07/2022 02:00;34622,8;13,333;9,407;;9,429;1;911,173
03/07/2022 03:00;39477,016;12,833;10,166;;9,996;1;911,692
03/07/2022 04:00;40830,672;13,667;9,806;;9,945;1;912,793
03/07/2022 05:00;37468,008;13,667;9,13;;10,073;1;913,809
03/07/2022 06:00;27855,018;13,833;7,66;;9,636;1;914,153
03/07/2022 07:00;15993,856;14,167;6,187;;9,563;1;913,783
03/07/2022 08:00;6839,181;14,667;5,703;;9,902;1;912,931
03/07/2022 09:00;10049,759;14;5,916;;11,116;1;912,473
03/07/2022 10:00;9073,405;14,5;5,91;;12,239;1;911,829
03/07/2022 11:00;10860,579;14,833;5,883;;13,543;1;911,481
03/07/2022 12:00;9765,567;15;6,001;;13,902;1;911,559
03/07/2022 13:00;12434,695;15;6,396;;14,068;1;911,227
03/07/2022 14:00;11544,198;15;6,018;;14,478;1;910,835
03/07/2022 15:00;6160,16;15;4,941;;14,57;1;910,591
03/07/2022 16:00;1842,367;15;3,916;;14,598;1;910,521
03/07/2022 17:00;27,647;14,667;3,012;;14,067;1;910,201
03/07/2022 18:00;2815,839;14,5;4,515;;12,318;1;909,994
03/07/2022 19:00;6541,762;14,833;5,797;;10,694;1;910,081
03/07/2022 20:00;8603,552;14,833;5,352;;9,97;1;909,903
03/07/2022 21:00;1588,371;15;3,934;;9,538;1;909,199
03/07/2022 22:00;1073,226;15;3,634;;9,685;1;908,821
03/07/2022 23:00;539,459;15;3,489;;10,11;1;908,834
04/07/2022 00:00;3158,541;15;4,754;;10,007;1;908,517
04/07/2022 01:00;1934,607;15;3,821;;10,262;1;908,485
04/07/2022 02:00;153,035;15;3,085;;10,39;1;908,788
04/07/2022 03:00;3865,248;15;4,96;;10,328;1;909,118
04/07/2022 04:00;6838,497;15;5,631;;9,933;1;910,714
04/07/2022 05:00;6521,619;15;4,99;;10,081;1;912,016
04/07/2022 06:00;3132,011;14,833;4,438;;9,712;1;912,751
04/07/2022 07:00;9467,344;15;6,35;;9,712;1;912,849
04/07/2022 08:00;15701,842;15;6,785;;9,812;1;912,866
04/07/2022 09:00;15638,523;14,5;6,624;;9,344;1;912,554
04/07/2022 10:00;7015,525;14;5,281;;10,542;1;912,263
04/07/2022 11:00;3974,808;14,333;4,557;;12,638;1;912,298
04/07/2022 12:00;111,465;15;2,387;;14,954;1;912,567
04/07/2022 13:00;0;15;2,255;;16,111;1;912,318
04/07/2022 14:00;0;15;2,133;;17,014;1;912,316
04/07/2022 15:00;140,914;14,333;3,901;;16,861;1;912,52
04/07/2022 16:00;5611,703;15;5,286;;16,264;1;912,827
04/07/2022 17:00;6558,554;15;5,362;;15,449;1;912,932
04/07/2022 18:00;14041,042;15;6,848;;13,248;1;912,63
04/07/2022 19:00;17703,6;15;6,543;;11,644;1;912,274
04/07/2022 20:00;12256,369;15;5,792;;10,791;1;911,874
04/07/2022 21:00;9280,886;15;5,727;;9,684;1;911,731
04/07/2022 22:00;13599,044;15;6,45;;9,128;1;911,019
04/07/2022 23:00;24356,941;15;8,068;;9,294;1;910,386
05/07/2022 00:00;34728,058;15;8,999;;8,81;106,671;912,685
05/07/2022 01:00;34048,668;14,333;8,903;;8,551;88,719;912,771
05/07/2022 02:00;24978,171;14;8,555;;9,075;79,362;912,491
05/07/2022 03:00;33957,801;14;9,208;;10,368;81,656;912,179
05/07/2022 04:00;25553,739;13,167;8,33;;10,718;69,556;911,829
05/07/2022 05:00;31135,746;14;9,925;;10,412;48,375;911,718
05/07/2022 06:00;35244,367;14;13,342;;10,688;42,019;911,054
05/07/2022 07:00;43874,976;14,167;15,301;;10,487;37,95;910,42
05/07/2022 08:00;47383,897;15;14,42;;11,251;27,175;909,719
05/07/2022 09:00;47420,845;15;13,844;;11,361;289,887;909,515
05/07/2022 10:00;47430,963;15;12,925;;11,389;359;909,671
05/07/2022 11:00;47479,634;15;12,981;;12,454;360;910,162
05/07/2022 12:00;47492,75;15;12,832;;13,572;357,375;910,805
05/07/2022 13:00;44864,512;15;10,911;;14,608;346,506;911,253
05/07/2022 14:00;35666,054;15;8,662;;15,688;346,794;910,988
05/07/2022 15:00;24066,57;15;7,712;;16,356;339,688;911,023
05/07/2022 16:00;26826,197;15;7,92;;16,282;300,531;910,898
05/07/2022 17:00;20241,521;15;6,714;;15,91;229,2;910,273
05/07/2022 18:00;5628,68;15;5,126;;14,534;254,969;909,402
05/07/2022 19:00;5853,096;15;5,41;;13,852;224,056;909,143
05/07/2022 20:00;14584,02;15;7,114;;13,929;51,531;908,967
05/07/2022 21:00;36447,373;15;10,145;;12,749;33,381;908,432
05/07/2022 22:00;46361,088;15;16,851;;12,489;26,306;907,731
05/07/2022 23:00;47359,429;15;16,497;;11,879;25,069;907,324
06/07/2022 00:00;47436,335;15;17,137;;11,515;904,452;310,079
06/07/2022 01:00;47420,101;15;17,931;;11,856;906,656;358,178
06/07/2022 02:00;47359,508;15;15,848;;11,581;906,58;355,086
06/07/2022 03:00;47451,52;15;16,548;;10,252;906,146;371,496
06/07/2022 04:00;47338,173;15;19,099;;10,128;905,464;372,685
06/07/2022 05:00;47304,283;15;18,192;;9,457;904,944;360,153
06/07/2022 06:00;47119,737;14,833;19,158;;9,698;903,727;362,596
06/07/2022 07:00;47371,874;15;18,79;;9,766;902,631;381,622
06/07/2022 08:00;47419,392;15;17,088;;8,821;901,971;356,166
06/07/2022 09:00;47411,331;15;15,983;;9,496;901,438;362,614
06/07/2022 10:00;47377,558;14,667;17,457;;11,754;901,545;348,372
06/07/2022 11:00;43787,062;12,833;22,402;;12,786;901,556;353,732
06/07/2022 12:00;45434,573;14,667;21,67;;13,951;901,465;351,74
06/07/2022 13:00;46027,38;13,5;21,377;;15,134;901,444;356,419
06/07/2022 14:00;46642,603;14,833;18,44;;16,007;900,426;355,458
06/07/2022 15:00;47217,161;15;14,373;;17,047;899,897;350,173
06/07/2022 16:00;43393,689;14,833;10,759;;17,412;899,087;374,415
06/07/2022 17:00;43013,225;13,667;9,948;;16,357;898,845;364,608
06/07/2022 18:00;18954,378;14;6,973;;12,99;899,055;357,757
06/07/2022 19:00;13976,727;15;6,82;;11,838;899,406;355,878
06/07/2022 20:00;39040,814;15;10,178;;8,644;899,982;350,451
06/07/2022 21:00;29906,871;15;7,178;;6,934;901,92;182,239
06/07/2022 22:00;8210,711;15;5,618;;7,222;903,261;205,592
06/07/2022 23:00;7390,323;15;5,201;;7,493;905,403;188,212
07/07/2022 00:00;5816,851;15;5,203;;7,534;906,315;184,53
07/07/2022 01:00;7284,612;15;5,549;;7,522;906,315;178,952
07/07/2022 02:00;8432,379;15;5,702;;7,244;906,315;151,407
07/07/2022 03:00;13797,807;15;6,487;;6,875;906,315;156,732
07/07/2022 04:00;11707,464;15;5,761;;6,22;906,315;156,33
07/07/2022 05:00;7857,566;15;5,446;;5,65;906,315;147,74
07/07/2022 06:00;10240,897;15;5,784;;5,364;906,315;143,192
07/07/2022 07:00;23463,784;15;8,337;;5,619;906,315;139,164
07/07/2022 08:00;37005,451;14,833;9,223;;5,845;906,315;165,886
07/07/2022 09:00;37627,188;14;9,409;;6,378;906,315;137,877
07/07/2022 10:00;35741,604;14;8,037;;7,393;906,315;113,407
07/07/2022 11:00;42740,817;14;7,944;;7,413;906,315;107,95
07/07/2022 12:00;44188,194;14;7,944;;7,413;906,315;87,452
07/07/2022 13:00;44352,854;14;7,944;;7,413;906,315;774,932
07/07/2022 14:00;47466,508;14;7,944;;7,413;906,315;914,167
07/07/2022 15:00;47306,141;14;7,944;;7,413;906,315;914,167
07/07/2022 16:00;47479,713;14;7,944;;7,413;906,315;914,167
07/07/2022 17:00;47502,034;14;7,944;;7,413;906,315;914,167
07/07/2022 18:00;47482,093;14;7,944;;7,413;906,315;914,167
07/07/2022 19:00;46836,381;14;7,944;;7,413;906,315;914,167
07/07/2022 20:00;46030,919;14;7,944;;7,413;906,315;914,167
07/07/2022 21:00;30123,607;14;7,944;;7,413;906,315;914,167
07/07/2022 22:00;22623,233;14;7,944;;7,413;906,315;911,922
07/07/2022 23:00;23880,167;14;7,944;;7,413;906,315;910,533
08/07/2022 00:00;31137,311;14;7,944;;7,413;906,315;908,491
08/07/2022 01:00;36126,985;14;7,944;;7,413;906,315;908,205
08/07/2022 02:00;33439,568;14;7,944;;7,413;906,315;908,389
08/07/2022 03:00;31059,335;14,167;8,208;;7,745;906,315;907,884
08/07/2022 04:00;18903,761;14;8,328;;7,944;906,315;907,368
08/07/2022 05:00;19667,304;15;7,026;;8,642;906,315;907,686
08/07/2022 06:00;22480,219;14,833;7,515;;8,698;343,573;907,939
08/07/2022 07:00;29446,426;14,833;8,782;;7,854;0,55;907,593
08/07/2022 08:00;38562,899;14,667;13,425;;7,996;43,219;908,203
08/07/2022 09:00;47138,819;14,667;16,107;;8,896;42,969;908,105
08/07/2022 10:00;46882,525;15;14,73;;9,225;33,969;908,277
08/07/2022 11:00;46899,123;15;15,114;;9,272;26,387;907,882
08/07/2022 12:00;47464,992;15;15,114;;9,272;8,087;907,406
08/07/2022 13:00;47479,61;15;15,114;;9,272;16,512;907,691
08/07/2022 14:00;46249,652;15;15,114;;9,272;22,5;907,577
08/07/2022 15:00;31654,938;15;15,114;;9,272;22,5;907,577
08/07/2022 16:00;15937,784;15;15,114;;9,272;22,5;907,577
08/07/2022 17:00;11235,236;15;15,114;;9,272;22,5;907,577
08/07/2022 18:00;5887,284;15;15,114;;9,272;22,5;907,577
08/07/2022 19:00;9912,844;15;15,114;;9,272;22,5;907,577
08/07/2022 20:00;12778,102;15;15,114;;9,272;22,5;907,577
08/07/2022 21:00;25146,338;15;15,114;;9,272;22,5;907,577
08/07/2022 22:00;21812,73;15;15,114;;9,272;22,5;907,577
08/07/2022 23:00;40214,428;15;15,114;;9,272;22,5;907,577
09/07/2022 00:00;47484,486;15;15,114;;9,272;22,5;907,577
09/07/2022 01:00;47346,384;15;15,114;;9,272;22,5;907,577
09/07/2022 02:00;47302,602;15;15,114;;9,272;22,5;907,577
09/07/2022 03:00;47307,319;15;15,114;;9,272;22,5;907,577
09/07/2022 04:00;47305,748;15;15,114;;9,272;22,5;907,577
09/07/2022 05:00;47318,272;15;15,114;;9,272;22,5;907,577
09/07/2022 06:00;47265,619;15;15,114;;9,272;22,5;907,577
09/07/2022 07:00;46746,168;15;15,114;;9,272;22,5;907,577
09/07/2022 08:00;43159,531;15;15,114;;9,272;22,5;907,577
09/07/2022 09:00;46654,987;15;15,114;;9,272;22,5;907,577
09/07/2022 10:00;40585,705;15;15,114;;9,272;22,5;907,577
09/07/2022 11:00;38305,208;15;15,114;;9,272;22,5;907,577
09/07/2022 12:00;37994,729;15;15,114;;9,272;22,5;907,577
09/07/2022 13:00;44584,646;15;15,114;;9,272;22,5;907,577
09/07/2022 14:00;47229,159;15;15,114;;9,272;22,5;907,577
09/07/2022 15:00;47043,463;15;15,114;;9,272;22,5;907,577
09/07/2022 16:00;46135,035;15;15,114;;9,272;22,5;907,577
09/07/2022 17:00;47186,724;15;15,114;;9,272;22,5;907,577
09/07/2022 18:00;47218,407;15;15,114;;9,272;22,5;907,577
09/07/2022 19:00;47180,6;15;15,114;;9,272;22,5;907,577
09/07/2022 20:00;44752,969;15;15,114;;9,272;22,5;907,577
09/07/2022 21:00;44594,99;15;15,114;;9,272;22,5;907,577
09/07/2022 22:00;34996,211;15;15,114;;9,272;22,5;907,577
09/07/2022 23:00;32817,614;15;15,114;;9,272;22,5;907,577
10/07/2022 00:00;18794,115;15;15,114;;9,272;22,5;907,577
10/07/2022 01:00;9593,464;15;15,114;;9,272;22,5;907,577
10/07/2022 02:00;14159,104;15;15,114;;9,272;22,5;907,577
10/07/2022 03:00;13981,464;15;15,114;;9,272;22,5;907,577
10/07/2022 04:00;15502,12;15;15,114;;9,272;22,5;907,577
10/07/2022 05:00;20350,132;15;15,114;;9,272;22,5;907,577
10/07/2022 06:00;24748,213;15;15,114;;9,272;22,5;907,577
10/07/2022 07:00;16171,954;15;15,114;;9,272;22,5;907,577
10/07/2022 08:00;21801,989;15;15,114;;9,272;22,5;907,577
10/07/2022 09:00;22781,459;15;15,114;;9,272;22,5;907,577
10/07/2022 10:00;13859,883;15;15,114;;9,272;22,5;907,577
10/07/2022 11:00;9625,785;15;15,114;;9,272;22,5;907,577
10/07/2022 12:00;9380,257;15;15,114;;9,272;22,5;907,577
10/07/2022 13:00;6896,346;15;15,114;;9,272;22,5;907,577
10/07/2022 14:00;9455,435;15;15,114;;9,272;22,5;907,577
10/07/2022 15:00;15310,138;15;15,114;;9,272;22,5;907,577
10/07/2022 16:00;12948,371;15;15,114;;9,272;22,5;907,577
10/07/2022 17:00;5887,639;15;15,114;;9,272;22,5;907,577
10/07/2022 18:00;6044,412;15;15,114;;9,272;22,5;907,577
10/07/2022 19:00;9623,667;15;15,114;;9,272;22,5;907,577
10/07/2022 20:00;3749,21;15;15,114;;9,272;22,5;907,577
10/07/2022 21:00;7025,161;15;15,114;;9,272;22,5;907,577
10/07/2022 22:00;5005,662;15;15,114;;9,272;22,5;907,577
10/07/2022 23:00;1700,006;15;15,114;;9,272;22,5;907,577
11/07/2022 00:00;943,756;15;15,114;;9,272;22,5;907,577
11/07/2022 01:00;3086,614;15;15,114;;9,272;22,5;907,577
11/07/2022 02:00;5035,365;15;15,114;;9,272;22,5;907,577
11/07/2022 03:00;11067,021;15;15,114;;9,272;22,5;908,705
11/07/2022 04:00;12581,707;15;15,114;;9,272;22,5;909,19
11/07/2022 05:00;6024,171;15;15,114;;9,272;22,5;909,194
11/07/2022 06:00;4879,741;15;15,114;;9,272;22,5;909,194
11/07/2022 07:00;8793,621;15;15,114;;9,272;22,5;909,194
11/07/2022 08:00;12284,855;13,667;6,47;;2,747;22,5;909,194
11/07/2022 09:00;7955,137;14,167;5,79;;2,268;22,5;909,194
11/07/2022 10:00;3735,969;14;5,78;;2,266;22,5;909,194
11/07/2022 11:00;1734,49;14;5,78;;2,266;876,74;297,734
11/07/2022 12:00;2768,732;14;5,78;;2,266;909,162;797,805
11/07/2022 13:00;8193,554;14;5,78;;2,266;909,164;909,194
11/07/2022 14:00;7691,613;14;5,78;;2,266;909,164;909,194
11/07/2022 15:00;7337,193;14;5,78;;2,266;909,164;909,194
11/07/2022 16:00;10768,861;14;5,78;;2,266;909,164;909,194
11/07/2022 17:00;7449,927;14;5,78;;2,266;909,164;909,194
11/07/2022 18:00;4843,085;14;5,78;;2,266;909,164;909,194
11/07/2022 19:00;2252,32;14;5,78;;2,266;909,164;909,194
11/07/2022 20:00;478,689;14;5,78;;2,266;909,164;909,194
11/07/2022 21:00;112,162;14;5,78;;2,266;909,164;909,194
11/07/2022 22:00;0;14;5,78;;2,266;909,164;909,194
11/07/2022 23:00;0;14;5,78;;2,266;909,164;909,194
12/07/2022 00:00;0;14;5,78;;2,266;909,164;909,194
12/07/2022 01:00;0,116;14;5,78;;2,266;909,164;909,194
12/07/2022 02:00;381,659;14;5,78;;2,266;909,164;909,194
12/07/2022 03:00;7493,104;14;5,78;;2,266;909,164;909,194
12/07/2022 04:00;11198,82;14;5,78;;2,266;909,164;909,194
12/07/2022 05:00;13624,809;14;5,78;;2,266;909,164;909,194
12/07/2022 06:00;18909,418;14;5,78;;2,266;909,164;909,194
12/07/2022 07:00;22827,935;14;5,78;;2,266;909,164;909,194
12/07/2022 08:00;32033,367;14;5,78;;2,266;909,164;909,194
12/07/2022 09:00;22886,071;14;5,78;;2,266;909,164;909,194
12/07/2022 10:00;26117,666;14;5,78;;2,266;909,164;909,194
12/07/2022 11:00;37642,313;14;5,78;;2,266;909,164;909,194
12/07/2022 12:00;45991,719;14;5,78;;2,266;909,164;909,194
12/07/2022 13:00;47386,513;14;5,78;;2,266;909,164;909,194
12/07/2022 14:00;47501,956;14;5,78;;2,266;909,164;909,194
12/07/2022 15:00;47514,048;14;5,78;;2,266;909,164;909,194
12/07/2022 16:00;47248,036;14;5,78;;2,266;909,164;909,194
12/07/2022 17:00;47530,639;14;5,78;;2,266;909,164;909,194
12/07/2022 18:00;47500,785;14;5,78;;2,266;909,164;909,194
12/07/2022 19:00;47318,295;14;5,78;;2,266;909,164;909,194
12/07/2022 20:00;47482,681;14;5,78;;2,266;909,164;909,194
12/07/2022 21:00;47248,411;14;5,78;;2,266;909,164;909,194
12/07/2022 22:00;46940,058;14;5,78;;2,266;909,164;909,194
12/07/2022 23:00;42030,008;14;5,78;;2,266;909,164;909,194
13/07/2022 00:00;39451,477;14;5,78;;2,266;909,164;909,194
13/07/2022 01:00;44953,261;14;5,78;;2,266;909,164;909,194
13/07/2022 02:00;45151,283;14;5,78;;2,266;909,164;908,286
13/07/2022 03:00;40692,713;14;5,78;;2,266;909,164;904,579
13/07/2022 04:00;45977,117;14;5,78;;2,266;909,164;904,888
13/07/2022 05:00;47323,469;14;5,78;;2,266;909,164;904,888
13/07/2022 06:00;46204,653;14;5,78;;2,266;909,164;904,888
13/07/2022 07:00;47237,682;12,333;8,647;;3,637;909,164;904,888
13/07/2022 08:00;47299,11;15;19,883;;9,516;909,164;904,888
13/07/2022 09:00;47490,138;15;18,725;;9,404;909,164;904,888
13/07/2022 10:00;47500,823;15;18,725;;9,404;803,714;904,794
13/07/2022 11:00;47503,694;15;18,725;;9,404;346,106;904,592
13/07/2022 12:00;47507,255;15;18,725;;9,404;337,5;904,888
13/07/2022 13:00;36782,638;15;18,725;;9,404;337,5;904,888
13/07/2022 14:00;13846,87;15;18,725;;9,404;337,5;904,888
13/07/2022 15:00;4112,793;15;18,725;;9,404;337,5;904,888
13/07/2022 16:00;202,878;15;18,725;;9,404;337,5;904,888
13/07/2022 17:00;1540,014;15;18,725;;9,404;337,5;904,888
13/07/2022 18:00;162,81;15;18,725;;9,404;337,5;904,888
13/07/2022 19:00;2529,048;15;18,725;;9,404;337,5;904,888
13/07/2022 20:00;4847,349;15;18,725;;9,404;337,5;904,888
13/07/2022 21:00;2478,834;15;18,725;;9,404;337,5;904,888
13/07/2022 22:00;32032,05;15;18,725;;9,404;337,5;904,888
13/07/2022 23:00;47287,292;15;18,725;;9,404;337,5;904,888
14/07/2022 00:00;47358,531;15;18,725;;9,404;337,5;903,231
14/07/2022 01:00;42295,943;15;18,725;;9,404;337,5;898,828
14/07/2022 02:00;43673,589;15;18,725;;9,404;337,5;898,786
14/07/2022 03:00;43445,848;15;18,725;;9,404;337,5;898,786
14/07/2022 04:00;43208,845;15;18,725;;9,404;337,5;898,786
14/07/2022 05:00;47360,817;15;17,129;;9,53;337,5;898,786
14/07/2022 06:00;47260,885;15;13,333;;9,511;337,5;898,786
14/07/2022 07:00;46012,663;15;13,542;;9,589;337,5;898,786
14/07/2022 08:00;37854,541;15;13,542;;9,589;343,525;898,903
14/07/2022 09:00;26819,567;15;13,542;;9,589;359;898,827
14/07/2022 10:00;12687,892;15;13,542;;9,589;360;898,786
14/07/2022 11:00;2259,441;15;13,542;;9,589;360;898,786
14/07/2022 12:00;157,087;15;13,542;;9,589;360;898,786
14/07/2022 13:00;8737,994;15;13,542;;9,589;360;898,786
14/07/2022 14:00;18897,432;15;13,542;;9,589;360;898,786
14/07/2022 15:00;16689,402;15;13,542;;9,589;360;898,786
14/07/2022 16:00;11716,346;15;13,542;;9,589;360;898,786
14/07/2022 17:00;15839,17;15;13,542;;9,589;360;898,786
14/07/2022 18:00;16868,232;15;13,542;;9,589;360;898,786
14/07/2022 19:00;26903,787;15;13,542;;9,589;360;898,786
14/07/2022 20:00;27125,813;15;13,542;;9,589;360;898,786
14/07/2022 21:00;35395,221;15;13,542;;9,589;360;898,786
14/07/2022 22:00;15545,251;15;13,542;;9,589;360;898,786
14/07/2022 23:00;15716,504;15;13,542;;9,589;360;905,419
15/07/2022 00:00;17970,68;15;13,542;;9,589;360;906,525
15/07/2022 01:00;22379,054;15;13,542;;9,589;360;906,52
15/07/2022 02:00;13560,8;15;13,542;;9,589;360;906,52
15/07/2022 03:00;5469,367;15;13,542;;9,589;360;906,52
15/07/2022 04:00;17371,095;13,667;8,052;;2,257;360;906,52
15/07/2022 05:00;12725,28;14;6,553;;0,959;360;906,52
15/07/2022 06:00;14444,952;14;6,576;;0,957;360;906,52
15/07/2022 07:00;18375,714;14;6,576;;0,957;225,763;906,587
15/07/2022 08:00;23169,471;14;6,576;;0,957;201,888;906,526
15/07/2022 09:00;27829,572;14;6,576;;0,957;202,5;906,52
15/07/2022 10:00;13116,484;14;6,576;;0,957;202,5;906,52
15/07/2022 11:00;3303,197;14;6,576;;0,957;202,5;906,52
15/07/2022 12:00;21204,944;14;6,576;;0,957;202,5;906,52
15/07/2022 13:00;35047,283;14;6,576;;0,957;202,5;906,52
15/07/2022 14:00;34622,131;14;6,576;;0,957;202,5;906,52
15/07/2022 15:00;23968,353;14;6,576;;0,957;202,5;906,52
15/07/2022 16:00;25323,56;14;6,576;;0,957;202,5;906,52
15/07/2022 17:00;21656,514;14;6,576;;0,957;202,5;906,52
15/07/2022 18:00;33694,328;14;6,576;;0,957;202,5;906,52
15/07/2022 19:00;38781,051;14;6,576;;0,957;202,5;906,52
15/07/2022 20:00;30511,011;14;6,576;;0,957;202,5;906,52
15/07/2022 21:00;39714,029;14;6,576;;0,957;202,5;906,52
15/07/2022 22:00;35416,602;14;6,576;;0,957;202,5;906,52
15/07/2022 23:00;27727,496;14;6,576;;0,957;202,5;906,52
16/07/2022 00:00;23739,571;14;6,576;;0,957;202,5;906,52
16/07/2022 01:00;29631,591;14;6,576;;0,957;202,5;906,52
16/07/2022 02:00;27366,644;14;6,576;;0,957;202,5;906,52
16/07/2022 03:00;32271,596;14;6,576;;0,957;202,5;906,52
16/07/2022 04:00;31027,693;14;6,576;;0,957;202,5;906,52
16/07/2022 05:00;35018,578;14;6,576;;0,957;202,5;906,52
16/07/2022 06:00;29984,054;14;6,576;;0,957;202,5;906,52
16/07/2022 07:00;23376,616;14;6,576;;0,957;202,5;906,52
16/07/2022 08:00;28240,198;14;6,576;;0,957;202,5;906,52
16/07/2022 09:00;25343,783;14;6,576;;0,957;202,5;906,52
16/07/2022 10:00;23203,067;14;6,576;;0,957;202,5;906,52
16/07/2022 11:00;27461,896;14;6,576;;0,957;202,5;906,52
16/07/2022 12:00;31815,331;14;6,576;;0,957;202,5;906,52
16/07/2022 13:00;37418,354;14;6,576;;0,957;202,5;906,52
16/07/2022 14:00;31231,635;14;6,576;;0,957;202,5;906,52
16/07/2022 15:00;14556,496;14;6,576;;0,957;202,5;906,52
16/07/2022 16:00;11393,661;14;6,576;;0,957;202,5;906,52
16/07/2022 17:00;11177,568;14;6,576;;0,957;202,5;906,52
16/07/2022 18:00;14316,503;14;6,576;;0,957;202,5;906,52
16/07/2022 19:00;10572,66;14;6,576;;0,957;202,5;906,52
16/07/2022 20:00;39907,942;14;6,576;;0,957;202,5;906,52
16/07/2022 21:00;43451,893;14;6,576;;0,957;202,5;906,52
16/07/2022 22:00;39705,785;14;6,576;;0,957;202,5;906,52
16/07/2022 23:00;30569,932;14;6,576;;0,957;202,5;906,52
17/07/2022 00:00;31618,148;14;6,576;;0,957;202,5;906,52
17/07/2022 01:00;42162,155;14;6,576;;0,957;202,5;906,52
17/07/2022 02:00;43007,589;14;6,576;;0,957;202,5;906,52
17/07/2022 03:00;42243,316;14;6,576;;0,957;202,5;906,52
17/07/2022 04:00;42663,448;14;6,576;;0,957;202,5;906,52
17/07/2022 05:00;43881,53;14;6,576;;0,957;202,5;906,52
17/07/2022 06:00;44262,061;14;6,576;;0,957;202,5;906,52
17/07/2022 07:00;44274,091;14;6,576;;0,957;202,5;906,52
17/07/2022 08:00;44211,275;14;6,576;;0,957;202,5;906,52
17/07/2022 09:00;42008,885;14;6,576;;0,957;202,5;906,52
17/07/2022 10:00;39141,969;14;6,576;;0,957;202,5;906,52
17/07/2022 11:00;42324,199;14;6,576;;0,957;202,5;906,52
17/07/2022 12:00;40852,642;14;6,576;;0,957;202,5;906,52
17/07/2022 13:00;39916,922;14;6,576;;0,957;202,5;906,52
17/07/2022 14:00;38274,951;14;6,576;;0,957;202,5;906,52
17/07/2022 15:00;43349,408;14;6,576;;0,957;202,5;906,52
17/07/2022 16:00;45853,502;14;6,576;;0,957;202,5;906,52
17/07/2022 17:00;40676,681;14;6,576;;0,957;202,5;906,52
