Date/Signal;Exported Energy 1H (kWh);Number of Available WTGs;Wind Speed 1H (m/s);Wind Direction 1H (º);Ambient Temperature 1H (m/s);Humedad Relativa (%);Presión Atmosférica (mbar)
22/10/2022 14:00;8885,507;15;5,996;;12,442;59,176;918,16
22/10/2022 15:00;16208,269;15;7,161;;13,322;61,646;917,884
22/10/2022 16:00;26288,961;14,833;8,151;;13,66;69,966;917,542
22/10/2022 17:00;36738,923;15;9,441;;13,698;58,114;917,034
22/10/2022 18:00;42630,269;15;10,108;;13,631;54,586;916,362
22/10/2022 19:00;46116,62;15;10,942;;12,719;52,281;915,752
22/10/2022 20:00;45927,264;15;10,933;;11;51,926;914,995
22/10/2022 21:00;46508,07;14,833;11,771;;10,34;53,583;914,813
22/10/2022 22:00;47042,627;15;11,562;;9,834;54,926;914,383
22/10/2022 23:00;39328,309;15;9,075;;10,598;57,472;914,167
23/10/2022 00:00;18683,738;14,167;7,192;;11,75;62,075;914,35
23/10/2022 01:00;21850,127;14;7,704;;13,121;67,642;914,678
23/10/2022 02:00;32730,066;15;9,794;;13,963;71,943;914,826
23/10/2022 03:00;38178,009;15;10,321;;14,263;64,282;914,431
23/10/2022 04:00;39112,687;15;9,616;;14,373;60,431;913,848
23/10/2022 05:00;31603,24;14,5;8,484;;14,124;57,269;913,001
23/10/2022 06:00;33772,882;14,333;8,993;;14,434;54,7;912,582
23/10/2022 07:00;40741,39;15;9,829;;14,28;53,906;912,446
23/10/2022 08:00;41802,475;14,833;9,546;;14,738;53,952;912,37
23/10/2022 09:00;43590,529;15;10,196;;16,093;51,3;912,442
23/10/2022 10:00;45715,658;15;10,689;;17,214;55,055;912,991
23/10/2022 11:00;43040,821;15;10,046;;18,791;58,622;914,116
23/10/2022 12:00;37170,692;15;9,631;;20,403;56,149;914,77
23/10/2022 13:00;36685,275;14,833;9,189;;21,854;51,046;914,744
23/10/2022 14:00;30344,439;14,833;8,559;;23,243;49,164;914,453
23/10/2022 15:00;23990,22;14,5;7,867;;23,682;45,784;914,091
23/10/2022 16:00;22811,148;13,667;7,972;;23,725;43,038;913,353
23/10/2022 17:00;24566,729;14,333;8,068;;23,897;40,936;912,546
23/10/2022 18:00;39705,64;14,833;10,272;;22,62;41,252;911,808
23/10/2022 19:00;45231,005;15;10,246;;21,247;42,183;911,25
23/10/2022 20:00;39992,631;15;9,445;;19,217;45,877;910,894
23/10/2022 21:00;23321,498;14,667;6,969;;19,114;44,727;910,582
23/10/2022 22:00;23736,627;14,667;8,554;;18,867;47,042;910,62
23/10/2022 23:00;43393,195;15;11,742;;18,727;52,326;910,791
24/10/2022 00:00;46758,413;15;15,435;;18,353;54,36;911,261
24/10/2022 01:00;46749,05;15;14,465;;18,036;54,478;911,899
24/10/2022 02:00;46586,564;15;12,953;;18,007;58,471;911,783
24/10/2022 03:00;46568,309;15;13,593;;17,803;60,917;911,394
24/10/2022 04:00;46731,258;15;15,015;;17,478;62,336;911,011
24/10/2022 05:00;46550,302;14,833;14,388;;16,985;62,686;910,361
24/10/2022 06:00;46767,424;15;12,964;;17,085;63,501;909,846
24/10/2022 07:00;46266,896;15;11,359;;17,45;64,709;909,427
24/10/2022 08:00;43059,814;15;9,884;;18,84;66,667;909,817
24/10/2022 09:00;41125,304;15;9,729;;20,535;67,564;909,968
24/10/2022 10:00;35673,755;15;9,042;;22,049;65,127;911,023
24/10/2022 11:00;26577,915;14,833;8,037;;23,332;67,269;912,023
24/10/2022 12:00;19490,911;14,833;6,93;;24,708;63,312;912,705
24/10/2022 13:00;9469,426;14,333;5,979;;26,065;58,421;912,901
24/10/2022 14:00;8341,352;14,833;5,781;;26,696;53,56;912,614
24/10/2022 15:00;10812,925;15;6,574;;27,287;47,569;912,068
24/10/2022 16:00;14681,219;15;6,848;;27,479;42,997;911,616
24/10/2022 17:00;21544,178;15;7,981;;27,3;41,416;910,851
24/10/2022 18:00;33625,787;15;9,098;;26,91;41,524;910,346
24/10/2022 19:00;40871,868;15;10,466;;25,987;39,947;909,829
24/10/2022 20:00;46445,024;15;11,908;;24,201;38,972;909,33
24/10/2022 21:00;46729,558;15;11,813;;22,762;40,865;909,075
24/10/2022 22:00;46702,304;15;11,693;;22,2;43,742;909,024
24/10/2022 23:00;45516,548;14,833;10,535;;23,186;47,053;908,864
25/10/2022 00:00;34383,593;14,833;8,917;;24,598;52,194;909,133
25/10/2022 01:00;32201,257;15;9,47;;24,775;54,625;909,471
25/10/2022 02:00;36523,098;14,667;9,201;;24,881;51,363;909,817
25/10/2022 03:00;25934,549;14,667;7,922;;24,87;43,103;909,743
25/10/2022 04:00;13793,902;15;6,064;;24,311;41,541;909,25
25/10/2022 05:00;2533,352;15;4,16;;23,615;40,308;908,611
25/10/2022 06:00;1617,773;15;4,639;;23,418;38,383;907,942
25/10/2022 07:00;9718,589;14,833;6,367;;23,648;39,127;907,622
25/10/2022 08:00;17584,508;14;7,571;;24,31;41,067;907,302
25/10/2022 09:00;34541,508;14;10,301;;25,367;40,578;907,257
25/10/2022 10:00;37836,854;14;9,767;;26,414;42,311;907,751
25/10/2022 11:00;33853,374;13,5;10,448;;27,223;41,175;908,013
25/10/2022 12:00;40718,363;13,333;10,619;;28,219;38,257;907,806
25/10/2022 13:00;39975,273;13,833;12,845;;29,453;36,474;907,364
25/10/2022 14:00;45647;13,833;13,327;;29,988;35,314;906,688
25/10/2022 15:00;44596,699;13,5;12,701;;30,656;35,104;906,008
25/10/2022 16:00;43995,313;13;12,03;;31,117;33,215;904,889
25/10/2022 17:00;42180,558;11,5;13,778;;29,244;31,739;903,718
25/10/2022 18:00;42483,123;13;12,402;;28,41;29,17;902,592
25/10/2022 19:00;33019,535;10,167;9,729;;24,299;26,779;901,767
25/10/2022 20:00;32601,197;9;14,131;;19,423;35,857;901,134
25/10/2022 21:00;27030,151;10,333;10,872;;17,405;36,126;900,112
25/10/2022 22:00;19105,031;11,167;7,427;;16,559;46,984;900,245
25/10/2022 23:00;10530,767;12;6,966;;15,778;71,427;904,292
26/10/2022 00:00;32442,495;11,667;14,452;;13,566;78,968;903,749
26/10/2022 01:00;36069,978;12;12,205;;11,793;81,684;904,387
26/10/2022 02:00;29311,535;11,833;10,298;;11,428;81,732;905,657
26/10/2022 03:00;7672,324;11,333;5,657;;11,719;81,733;905,994
26/10/2022 04:00;4073,851;12,5;4,892;;11,133;81,85;908,619
26/10/2022 05:00;5946,988;11,5;6,675;;11,409;75,191;905,901
26/10/2022 06:00;27522,467;12;8,972;;11,187;61,135;905,686
26/10/2022 07:00;22002,579;12;8,327;;11,206;51,749;906,052
26/10/2022 08:00;29317,854;12,833;8,539;;12,004;45,153;907,609
26/10/2022 09:00;10738,886;13;6,389;;13,799;39,177;908,004
26/10/2022 10:00;17535,418;13;7,572;;15,574;33,296;908,706
26/10/2022 11:00;17518,647;13,5;7,232;;16,706;41,984;909,761
26/10/2022 12:00;15391,012;14;6,806;;18,013;45,573;910,556
26/10/2022 13:00;13608,501;13,833;6,734;;19,259;55,955;910,882
26/10/2022 14:00;7926,882;13,833;5,491;;20,487;60,076;910,515
26/10/2022 15:00;3046,175;13,833;5,009;;21,494;51,025;909,918
26/10/2022 16:00;7056,944;14;5,416;;22,015;44,704;909,719
26/10/2022 17:00;4372,61;14,167;5,264;;22,347;38,873;909,478
26/10/2022 18:00;5055,957;14,333;4,814;;22,16;33,411;909,213
26/10/2022 19:00;515,152;14;3,888;;21,23;30,531;909,103
26/10/2022 20:00;350,289;15;3,572;;20,173;28,849;909,073
26/10/2022 21:00;367,487;15;3,586;;19,838;27,316;909,21
26/10/2022 22:00;1,739;15;2,917;;19,732;29,046;909,033
26/10/2022 23:00;0;6,5;7,507;;17,611;31,833;909,049
27/10/2022 00:00;33213,617;14;9,065;;14,992;31,879;909,437
27/10/2022 01:00;14565,208;14;6,585;;14,637;30,383;909,844
27/10/2022 02:00;5617,827;14,167;4,795;;14,57;37,816;910,747
27/10/2022 03:00;1446,65;14,833;4,09;;14,465;49,563;911,604
27/10/2022 04:00;206,131;15;3,665;;14,445;47,745;912,02
27/10/2022 05:00;40,835;15;2,247;;14,71;43,336;911,734
27/10/2022 06:00;0;15;2,209;;14,954;35,876;911,424
27/10/2022 07:00;0;15;2,121;;16,259;30,719;911,005
27/10/2022 08:00;0;15;3,248;;17,7;27,628;910,804
27/10/2022 09:00;88,121;15;3,764;;19,211;21,752;910,734
27/10/2022 10:00;35,566;15;3,448;;21,533;20,385;911,749
27/10/2022 11:00;1591,783;12;5,106;;23,016;25,706;912,805
27/10/2022 12:00;9566,521;13,333;6,584;;23,776;29,816;912,933
27/10/2022 13:00;15315,462;12,5;7,481;;24,738;31,493;912,939
27/10/2022 14:00;24132,584;12,167;9,008;;25,644;28,722;912,236
27/10/2022 15:00;33063,115;13,167;9,428;;26,213;21,361;911,034
27/10/2022 16:00;25544,927;13,167;8,907;;26,61;23,511;910,142
27/10/2022 17:00;25030,191;13;8,401;;26,606;25,998;909,279
27/10/2022 18:00;24086,98;13;8,657;;26,352;24,633;908,331
27/10/2022 19:00;28344,619;13;9,082;;25,432;23,27;907,737
27/10/2022 20:00;36455,183;13;11,471;;24,49;23,211;907,238
27/10/2022 21:00;40025,546;12,833;12,04;;24,556;22,224;906,822
27/10/2022 22:00;40041,985;13;11,197;;24,018;22,532;906,453
27/10/2022 23:00;41187,404;13;13,676;;23,109;22,862;905,96
28/10/2022 00:00;40374,465;12,5;17,038;;22,962;22,014;906,103
28/10/2022 01:00;39817,045;12,5;17,79;;22,631;21,107;906,276
28/10/2022 02:00;39970,298;12,333;17,924;;22,293;22,406;905,875
28/10/2022 03:00;39539,477;12,667;17,866;;22,462;23,784;905,557
28/10/2022 04:00;39717,075;12,5;18,09;;22,239;24,169;905,46
28/10/2022 05:00;40251,177;13;16,056;;21,42;23,713;904,99
28/10/2022 06:00;40538,956;13;15,574;;21,212;21,968;904,414
28/10/2022 07:00;40692,46;12,667;14,508;;21,33;21,443;904,112
28/10/2022 08:00;41279,77;12,833;13,02;;22,165;23,43;904,505
28/10/2022 09:00;40358,575;13;12,603;;23,963;24,864;904,843
28/10/2022 10:00;40471,713;13;11,963;;25,413;24,416;905,867
28/10/2022 11:00;36866,962;12,833;10,042;;26,847;24,872;906,58
28/10/2022 12:00;23130,556;13,167;7,789;;28,52;22,923;907,071
28/10/2022 13:00;8972,618;13,833;5,828;;29,509;21,476;907,25
28/10/2022 14:00;10798,315;13,833;6,498;;28,044;19,884;907,041
28/10/2022 15:00;9418,946;14,333;6,249;;28,203;17,911;906,857
28/10/2022 16:00;12843,221;15;6,629;;28,927;16,881;906,961
28/10/2022 17:00;12882,747;15;6,52;;29,713;21,492;906,478
28/10/2022 18:00;11538,301;15;6,406;;29,197;21,964;905,794
28/10/2022 19:00;11942,448;15;6,148;;27,278;20,023;905,06
28/10/2022 20:00;7490,36;15;5,257;;25,701;17,256;904,7
28/10/2022 21:00;1751,293;14,833;3,958;;25,265;15,356;904,29
28/10/2022 22:00;1271,394;15;4,189;;25,851;20,086;904,034
28/10/2022 23:00;5146,845;14,167;5,584;;25,802;26,121;903,796
29/10/2022 00:00;15956,407;15;7,238;;26,041;31,204;903,595
29/10/2022 01:00;28460,365;15;8,752;;25,305;21,05;903,505
29/10/2022 02:00;35180,274;14,833;9,15;;24,333;15,958;903,32
29/10/2022 03:00;36317,853;15;9,16;;23,434;17,449;903,189
29/10/2022 04:00;22579,626;14,833;6,332;;21,67;19,499;902,948
29/10/2022 05:00;11474,852;15;6,467;;20,638;20,969;902,54
29/10/2022 06:00;2730,187;15;4,522;;21,576;22,262;902,155
29/10/2022 07:00;1408,978;15;3,858;;22,182;26,66;902,618
29/10/2022 08:00;2639,459;14;5,113;;19,42;38,278;903,379
29/10/2022 09:00;9263,573;15;5,787;;19,232;34,703;903,793
29/10/2022 10:00;11035,618;14,833;6,432;;20,84;34,871;905,036
29/10/2022 11:00;20471,942;15;7,678;;21,952;48,867;906,304
29/10/2022 12:00;28985,401;15;8,772;;22,935;52,31;906,5
29/10/2022 13:00;37149,258;15;9,326;;23,787;42,733;905,749
29/10/2022 14:00;33102,7;15;9,21;;24,775;40,102;904,921
29/10/2022 15:00;40805,367;15;10,404;;25,473;37,275;904,189
29/10/2022 16:00;45293,933;14,833;11,605;;26,234;35,719;903,693
29/10/2022 17:00;46355,008;14,667;12,619;;26,415;34,802;902,807
29/10/2022 18:00;46934,055;14,833;12,882;;26,076;33,427;901,565
29/10/2022 19:00;47438,919;15;12,406;;24,909;32,802;900,225
29/10/2022 20:00;45428,219;14,167;11,276;;23,3;32,097;899,416
29/10/2022 21:00;40107,666;15;10,367;;22,7;31,522;898,69
29/10/2022 22:00;38392,775;14,333;10,103;;22,319;34,517;898,582
29/10/2022 23:00;37205,232;14,833;9,139;;21,605;37,884;899,004
30/10/2022 00:00;19230,362;15;6,907;;21,733;39,431;899,714
30/10/2022 01:00;5182,801;5,167;11,948;;19,313;40,06;900,418
30/10/2022 02:00;46265,737;14,833;16,035;;14,518;40,754;900,797
30/10/2022 03:00;47503,687;15;15,891;;10,957;41,488;900,691
30/10/2022 04:00;47546,616;15;14,434;;9,209;46,768;901,536
30/10/2022 05:00;47547,648;15;13,478;;8,6;66,933;903,471
30/10/2022 06:00;47506,864;15;14,2;;7,846;62,502;904,847
30/10/2022 07:00;47456,202;14,833;13,734;;7,025;56,619;905,683
30/10/2022 08:00;44582,604;14;12,807;;6,976;40,892;906,395
30/10/2022 09:00;44328,18;14;12,251;;7,609;44,237;907,509
30/10/2022 10:00;45519,12;14,167;12,372;;8,269;48,572;908,772
30/10/2022 11:00;44267,098;14;12,864;;8,839;47,905;909,662
30/10/2022 12:00;45135,355;13,833;12,49;;9,745;48,285;910,525
30/10/2022 13:00;45912,021;14,333;12,185;;10,639;45,821;911,274
30/10/2022 14:00;45085,672;13,5;11,705;;11,04;33,727;911,667
30/10/2022 15:00;45965,573;14,667;12,065;;11,148;26,762;912,312
30/10/2022 16:00;45836,829;15;11,12;;10,74;25,108;912,93
30/10/2022 17:00;43211,712;15;10,028;;10,539;24,439;913,294
30/10/2022 18:00;42328,438;15;9,945;;10,452;22,331;913,304
30/10/2022 19:00;30532,702;15;7,906;;10,337;23,711;913,508
30/10/2022 20:00;17785,508;15;6,756;;9,772;24,522;913,961
30/10/2022 21:00;18188,782;15;7,284;;9,258;23,595;914,892
30/10/2022 22:00;27929,392;15;8,237;;8,615;23,685;916,181
30/10/2022 23:00;40757,571;15;10,171;;7,07;27,058;917,682
31/10/2022 00:00;30467,324;15;7,866;;5,42;27,094;919,203
31/10/2022 01:00;13404,222;15;6,17;;4,589;29,169;920,53
31/10/2022 02:00;4137,06;15;4,69;;4,051;41,847;921,51
31/10/2022 03:00;1743,955;15;4,264;;3,785;58,242;922,163
31/10/2022 04:00;900,328;15;4,145;;3,539;62,585;922,516
31/10/2022 05:00;207,755;15;3,906;;3,195;65,153;922,258
31/10/2022 06:00;2239,312;15;4,872;;3,242;65,069;922,135
31/10/2022 07:00;3635,603;15;4,98;;3,623;66,237;922,323
31/10/2022 08:00;9064,144;15;6,26;;5,471;66,71;922,812
31/10/2022 09:00;21597,758;14,167;7,908;;7,115;67,88;923,354
31/10/2022 10:00;26556,694;14;7,911;;8,431;69,998;925,053
31/10/2022 11:00;16482,6;12,833;7,379;;8,622;61,488;926,607
31/10/2022 12:00;10884,065;12,833;7,677;;9,311;43,358;927,41
31/10/2022 13:00;9046,547;13;7,561;;9,467;24,012;927,744
31/10/2022 14:00;4738,649;13;7,412;;9,541;19,86;927,698
31/10/2022 15:00;3214,911;13;7,412;;9,541;19,86;927,698
31/10/2022 16:00;2886,581;13;7,412;;9,541;19,86;927,698
31/10/2022 17:00;1997,073;13;7,412;;9,541;19,86;927,698
31/10/2022 18:00;1226,605;13;7,412;;9,541;19,86;927,698
31/10/2022 19:00;128,809;13;7,412;;9,541;19,86;927,698
31/10/2022 20:00;506,046;13;7,412;;9,541;19,86;927,698
31/10/2022 21:00;1572,532;13;7,412;;9,541;19,86;927,698
31/10/2022 22:00;3460,844;13;7,412;;9,541;19,86;927,698
31/10/2022 23:00;11153,432;13;7,412;;9,541;19,86;927,698
01/11/2022 00:00;20128,483;13;7,412;;9,541;19,86;55,77
01/11/2022 01:00;10806,083;13;7,412;;9,541;19,86;65,894
01/11/2022 02:00;1867,537;13;7,412;;9,541;19,86;63,616
01/11/2022 03:00;140,874;13;7,412;;9,541;19,86;57,036
01/11/2022 04:00;1158,146;13;7,412;;9,541;19,86;59,567
01/11/2022 05:00;10635,938;13;7,412;;9,541;19,86;59,82
01/11/2022 06:00;18980,927;13;7,412;;9,541;19,86;62,098
01/11/2022 07:00;17144,379;13;7,412;;9,541;19,86;59,567
01/11/2022 08:00;14290,9;13;7,412;;9,541;19,86;70,956
01/11/2022 09:00;27882,65;13;7,412;;9,541;19,86;54,505
01/11/2022 10:00;36359,072;13;7,412;;9,541;19,86;69,691
01/11/2022 11:00;25881,833;13;7,412;;9,541;19,86;55,77
01/11/2022 12:00;13086,684;13;7,412;;9,541;19,86;54,505
01/11/2022 13:00;8074,48;13;7,412;;9,541;19,86;55,77
01/11/2022 14:00;9012,261;13;7,412;;9,541;19,86;64,629
01/11/2022 15:00;12819,452;13;7,412;;9,541;19,86;46,912
01/11/2022 16:00;10583,876;13;7,412;;9,541;19,86;58,301
01/11/2022 17:00;7841,673;13;7,412;;9,541;19,86;67,16
01/11/2022 18:00;4424,041;13;7,412;;9,541;19,86;46,912
01/11/2022 19:00;2008,528;13;7,412;;9,541;19,86;55,77
01/11/2022 20:00;1206,738;13;7,412;;9,541;19,86;53,239
01/11/2022 21:00;10845,845;13;7,412;;9,541;19,86;62,351
01/11/2022 22:00;17258,923;13;7,412;;9,541;19,86;55,77
01/11/2022 23:00;14425,367;13;7,412;;9,541;19,86;53,239
02/11/2022 00:00;36387,496;13;7,412;;9,541;19,86;927,698
02/11/2022 01:00;45953,671;13;7,412;;9,541;19,86;927,698
02/11/2022 02:00;47297,203;13;7,412;;9,541;19,86;927,698
02/11/2022 03:00;47517,265;13;7,412;;9,541;19,86;927,698
02/11/2022 04:00;47229,146;13;7,412;;9,541;19,86;927,698
02/11/2022 05:00;47199,621;13;7,412;;9,541;19,86;927,698
02/11/2022 06:00;44282,823;13;7,412;;9,541;19,86;927,698
02/11/2022 07:00;43782,12;13;7,412;;9,541;19,86;927,698
02/11/2022 08:00;43596,833;13;7,412;;9,541;19,86;927,698
02/11/2022 09:00;43531,761;13;7,412;;9,541;19,86;927,698
02/11/2022 10:00;43592,604;13;7,412;;9,541;19,86;927,698
02/11/2022 11:00;41460,349;13;7,412;;9,541;19,86;927,698
02/11/2022 12:00;27479,156;13;7,412;;9,541;19,86;927,698
02/11/2022 13:00;14992,207;13;7,412;;9,541;19,86;927,698
02/11/2022 14:00;15565,943;13;7,412;;9,541;19,86;927,698
02/11/2022 15:00;8946,151;13;7,412;;9,541;19,86;927,698
02/11/2022 16:00;7987,179;13;7,412;;9,541;19,86;927,698
02/11/2022 17:00;2411,772;13;7,412;;9,541;19,86;927,698
02/11/2022 18:00;29554,789;13;7,412;;9,541;19,86;927,698
02/11/2022 19:00;45847,538;13;7,412;;9,541;19,86;927,698
02/11/2022 20:00;46719,003;13;7,412;;9,541;19,86;927,698
02/11/2022 21:00;46446,762;13;7,412;;9,541;19,86;927,698
02/11/2022 22:00;34142,435;13;7,412;;9,541;19,86;927,698
02/11/2022 23:00;14679,706;13;7,412;;9,541;19,86;927,698
03/11/2022 00:00;28049,42;13;7,412;;9,541;19,86;67,16
03/11/2022 01:00;41579,247;13;7,412;;9,541;19,86;63,363
03/11/2022 02:00;40732,73;13;7,412;;9,541;19,86;59,567
03/11/2022 03:00;37391,266;13;7,412;;9,541;19,86;59,567
03/11/2022 04:00;36914,53;13;7,412;;9,541;19,86;67,16
03/11/2022 05:00;32294,21;13;7,412;;9,541;19,86;50,962
03/11/2022 06:00;43285,781;13;7,412;;9,541;19,86;53,239
03/11/2022 07:00;44135,332;13;7,412;;9,541;19,86;65,894
03/11/2022 08:00;46710,623;13;7,412;;9,541;19,86;62,098
03/11/2022 09:00;46393,849;13;7,412;;9,541;19,86;61,086
03/11/2022 10:00;45569,812;13;7,412;;9,541;19,86;57,289
03/11/2022 11:00;31589,655;13;7,412;;9,541;19,86;68,678
03/11/2022 12:00;11669,641;13;7,412;;9,541;19,86;78,549
03/11/2022 13:00;18531,804;13;7,412;;9,541;19,86;46,912
03/11/2022 14:00;33725,097;13;7,412;;9,541;19,86;58,301
03/11/2022 15:00;39893,394;13;7,412;;9,541;19,86;70,956
03/11/2022 16:00;46641,79;13;7,412;;9,541;19,86;49,443
03/11/2022 17:00;46720,176;13;7,412;;9,541;19,86;60,832
03/11/2022 18:00;46740,516;13;7,412;;9,541;19,86;57,036
03/11/2022 19:00;46739,802;13;7,412;;9,541;19,86;62,098
03/11/2022 20:00;46742,546;13;7,412;;9,541;19,86;55,77
03/11/2022 21:00;46744,712;13;7,412;;9,541;19,86;53,239
03/11/2022 22:00;46764,866;13;7,412;;9,541;19,86;58,555
03/11/2022 23:00;46063,358;13;7,412;;9,541;19,86;69,691
04/11/2022 00:00;20826,003;13;7,412;;9,541;19,86;927,698
04/11/2022 01:00;13304,568;13;7,412;;9,541;20,414;918,81
04/11/2022 02:00;18964,482;13;7,412;;9,541;20,457;915,071
04/11/2022 03:00;19181,619;13;7,412;;9,541;23,546;916,022
04/11/2022 04:00;22408,638;13;7,412;;9,541;26,322;917,308
04/11/2022 05:00;28607,375;14,333;7,827;;15,621;19,046;917,692
04/11/2022 06:00;26641,284;14,167;8,065;;17,954;17,244;917,915
04/11/2022 07:00;26261,664;14,667;7,812;;17,927;15,869;917,553
04/11/2022 08:00;15144,017;15;7,048;;19,19;19,595;917,005
04/11/2022 09:00;34463,628;14,667;9,175;;20,902;20,64;915,167
04/11/2022 10:00;30693,027;14;8,908;;22,126;23,627;915,98
04/11/2022 11:00;27335,181;13,667;8,392;;23,157;26,247;917,216
04/11/2022 12:00;19683,588;12,833;8,192;;23,942;19,177;917,475
04/11/2022 13:00;33300,051;13,333;9,889;;22,957;17,372;917,642
04/11/2022 14:00;43177,463;15;10,878;;23,65;16,002;917,217
04/11/2022 15:00;46310,284;15;11,738;;23,355;18,569;916,823
04/11/2022 16:00;46189,857;15;12,368;;24,037;24,349;916,056
04/11/2022 17:00;46667,416;15;13,155;;24,011;25,407;915,397
04/11/2022 18:00;46720,936;15;14,792;;23,637;25,149;914,679
04/11/2022 19:00;46738,358;15;14,592;;22,255;23,553;913,748
04/11/2022 20:00;46734,053;15;14,346;;20,877;21,811;913,163
04/11/2022 21:00;46723,345;15;13,939;;20,104;20,604;913,016
04/11/2022 22:00;46732,159;15;12,786;;19,501;20,794;912,916
04/11/2022 23:00;44576,126;14,833;10,117;;19,145;22,605;913,28
05/11/2022 00:00;19436,516;14,833;6,532;;18,403;25,523;913,948
05/11/2022 01:00;10000,905;15;6,388;;18,024;29,986;914,468
05/11/2022 02:00;23784,626;14,5;8,28;;17,581;32,608;914,418
05/11/2022 03:00;39798,858;14,833;10,576;;17,224;31,309;914,281
05/11/2022 04:00;45082,128;14,833;10,131;;17,439;32,647;913,852
05/11/2022 05:00;27672,71;13,333;7,805;;19,044;36,081;913,243
05/11/2022 06:00;10372,457;14,667;5,71;;19,239;38,369;913,019
05/11/2022 07:00;15841,482;15;7,806;;20,098;41,164;912,762
05/11/2022 08:00;37851,007;15;9,644;;21,865;29,355;912,579
05/11/2022 09:00;44776,731;15;11,047;;23,102;23,779;912,875
05/11/2022 10:00;44680,922;14,833;10,893;;23,958;24,058;914,271
05/11/2022 11:00;37618,847;14,667;9,153;;24,823;22,834;915,044
05/11/2022 12:00;17287,029;15;6,779;;25,711;21,302;915,279
05/11/2022 13:00;19753,121;13;8,407;;26,489;20,783;915,297
05/11/2022 14:00;39511,015;14;10,653;;26,013;20,155;915,099
05/11/2022 15:00;41122,532;13,167;11,128;;26,216;18,93;915,009
05/11/2022 16:00;42540,547;13,667;12,413;;26,012;20,616;914,406
05/11/2022 17:00;46026,86;14,833;13,773;;25,552;23,965;914,052
05/11/2022 18:00;46733,497;15;14,879;;24,735;25,074;913,58
05/11/2022 19:00;46724,093;15;15,133;;23,736;24,28;912,985
05/11/2022 20:00;46728,022;15;15,591;;22,021;25,685;912,568
05/11/2022 21:00;46470,672;14,667;17,044;;20,942;26,351;912,43
05/11/2022 22:00;46702,181;15;16,581;;20,454;27,594;912,509
05/11/2022 23:00;46714,608;15;16,257;;20,272;30,504;912,93
06/11/2022 00:00;46722,404;15;15,432;;19,957;32,907;913,699
06/11/2022 01:00;46731,457;15;12,411;;19,364;32,162;914,205
06/11/2022 02:00;26925,85;15;6,799;;18,658;32,852;914,286
06/11/2022 03:00;4214,417;15;5,09;;18,455;31,754;914,145
06/11/2022 04:00;18873,672;14,333;7,635;;19,529;34,199;913,757
06/11/2022 05:00;33207,421;14,5;8,922;;21,351;35,236;913,184
06/11/2022 06:00;37696,557;15;9,56;;21,619;37,001;912,655
06/11/2022 07:00;42584,517;14,833;10,371;;21,015;30,174;912,43
06/11/2022 08:00;41637,455;14,167;10,195;;21,268;25,757;912,729
06/11/2022 09:00;35411,561;14;9;;22,291;26,685;913,427
06/11/2022 10:00;26785,414;14;8,474;;23,508;29,703;914,371
06/11/2022 11:00;36666,564;15;9,68;;24,123;31,545;915,281
06/11/2022 12:00;36385,698;15;8,888;;24,746;30,994;916,038
06/11/2022 13:00;17565,47;14,333;6,702;;26,353;29,761;916,399
06/11/2022 14:00;19548,96;14,5;8,13;;26,207;27,802;916,408
06/11/2022 15:00;32628,093;14,5;9,1;;26,185;26,479;916,451
06/11/2022 16:00;42324,914;15;10,727;;25,856;25,115;916,312
06/11/2022 17:00;46140,524;14,833;12,31;;25,479;29,314;915,835
06/11/2022 18:00;46738,479;15;13,618;;24,78;31,706;915,225
06/11/2022 19:00;46788,593;15;13,72;;23,549;30,225;914,605
06/11/2022 20:00;46727,381;15;15,263;;21,566;29,655;914,181
06/11/2022 21:00;46709,5;15;16,904;;20,693;29,578;914,077
06/11/2022 22:00;46684,292;15;17,338;;20,106;30,973;914,054
06/11/2022 23:00;46707,69;15;15,867;;19,63;33,797;914,12
07/11/2022 00:00;46721,491;15;12,599;;19,321;34,245;914,315
07/11/2022 01:00;38140,449;14,167;9,02;;18,822;35,384;914,546
07/11/2022 02:00;16970,518;13,667;6,386;;19,206;36,899;914,662
07/11/2022 03:00;4030,292;14,833;4,837;;19,619;36,345;914,723
07/11/2022 04:00;2390,489;14,833;4,503;;20,018;37,274;914,285
07/11/2022 05:00;4366,041;14,833;5,252;;19,968;36,831;913,486
07/11/2022 06:00;27263,583;14,833;9,558;;19,561;33,563;912,955
07/11/2022 07:00;37521,59;9,167;12,675;;19,719;32,531;912,687
07/11/2022 08:00;39134,865;13,333;11,73;;20,693;33,317;912,709
07/11/2022 09:00;43486,95;15;10,123;;22,073;31,108;913,121
07/11/2022 10:00;41329,056;15;10,385;;24,028;34,564;914,212
07/11/2022 11:00;45347,003;15;11,034;;25,032;34,927;914,978
07/11/2022 12:00;41001,854;15;9,822;;25,83;33,471;915,603
07/11/2022 13:00;23677,24;14,833;7,74;;26,866;29,777;916,008
07/11/2022 14:00;18189,771;14,167;7,028;;27,437;27,772;916,076
07/11/2022 15:00;18151,026;14,167;8,089;;26,977;26,693;915,807
07/11/2022 16:00;44006,285;15;10,87;;26,483;25,64;915,541
07/11/2022 17:00;46252,037;15;12,41;;25,963;24,355;915,498
07/11/2022 18:00;46714,617;15;13,899;;24,551;26,758;914,813
07/11/2022 19:00;46728,661;15;14,578;;23,287;29,876;914,304
