Date;Active_Power_ 1H_kW;Ambient_Temperature_ 1H_m_s;Wind_Speed_1H_m_s;Exported_Energy_1H_kWh;Imported_Energy_1H_kWh;Reactive_Q1_1H_kVArh;Reactive_Q2_1H_kVArh;Reactive_Q3_1H_kVArh;Reactive_Q4_1H_kVArh
13/05/2022 07:00;8407,133;15,473;7,448;12056;0;0;111;525;0
13/05/2022 08:00;4398,54;13,814;5,988;3768;0;0;30;3749;0
13/05/2022 09:00;10638,646;12,576;8,143;10686;0;0;0;3669;0
13/05/2022 10:00;5051,291;12,748;6,583;5707;0;0;0;5275;0
13/05/2022 11:00;2951,561;12,937;5,576;3227;0;0;0;5067;0
13/05/2022 12:00;2369,663;13,638;5,11;1888;0;0;0;3068;0
13/05/2022 13:00;7100,736;13,001;7,123;6927;0;0;48;1153;0
13/05/2022 14:00;3390,958;12,124;5,759;3912;0;0;466;32;0
13/05/2022 15:00;2065,561;11,984;4,917;2088;0;0;164;504;0
13/05/2022 16:00;2212,983;11,231;4,934;2261;0;0;580;55;0
13/05/2022 17:00;1908,411;11,13;4,76;1915;0;0;587;0;0
13/05/2022 18:00;649,871;11,211;3,834;878;0;0;339;1031;0
13/05/2022 19:00;225,339;11,348;3,281;192;0;0;0;1647;93
13/05/2022 20:00;875,593;11,098;4;792;0;0;42;867;0
13/05/2022 21:00;1123,707;10,945;4,113;793;0;0;376;186;0
13/05/2022 22:00;2956,992;10,801;5,235;2358;0;0;2942;0;0
13/05/2022 23:00;5594,408;10,753;6,395;5169;0;0;2679;0;0
14/05/2022 00:00;4941,711;10,442;6,254;4886;0;0;1683;0;0
14/05/2022 01:00;6987,4;10,464;7,087;6814;0;0;2946;0;0
14/05/2022 02:00;7577,611;10,265;7,239;7415;0;0;4926;0;0
14/05/2022 03:00;8095,218;10,248;7,468;7503;0;0;5143;0;0
14/05/2022 04:00;7065,215;9,993;6,718;7144;0;0;4482;0;0
14/05/2022 05:00;10719,849;8,882;7,64;9846;0;0;5160;0;0
14/05/2022 06:00;12057,596;7,634;8,14;11972;0;0;4653;0;0
14/05/2022 07:00;14070,13;7,84;8,784;14107;0;0;3002;0;0
14/05/2022 08:00;17837,777;7,998;10,033;15077;0;0;493;22;0
14/05/2022 09:00;18876,131;8,33;10,159;19663;0;0;105;1875;0
14/05/2022 10:00;13008,943;8,524;8,449;14972;0;0;0;1572;0
14/05/2022 11:00;9271,007;7,742;7,431;9945;0;0;0;1779;0
14/05/2022 12:00;2527,017;7,306;4,934;2914;0;0;0;1770;0
14/05/2022 13:00;3640,045;6,914;5,573;3194;0;0;1616;90;0
14/05/2022 14:00;3684,963;5,602;5,5;4320;0;0;2898;0;0
14/05/2022 15:00;4870,837;5,313;6,157;4090;0;0;2199;0;0
14/05/2022 16:00;3111,453;5,063;5,472;3266;0;0;2287;0;0
14/05/2022 17:00;3866,335;4,675;5,878;3526;0;0;804;164;0
14/05/2022 18:00;6754,084;5,081;6,861;6272;0;0;1442;0;0
14/05/2022 19:00;5167,672;4,441;6,123;5947;0;0;12;487;0
14/05/2022 20:00;5125,865;4,181;6,186;4637;0;0;0;1227;0
14/05/2022 21:00;5815,698;3,858;6,362;4851;0;0;241;456;0
14/05/2022 22:00;9782,148;4,31;7,545;10096;0;0;3321;0;0
14/05/2022 23:00;7692,067;4,549;7,077;6957;0;0;3963;0;0
15/05/2022 00:00;8698,203;4,986;7,364;9858;0;0;6155;0;0
15/05/2022 01:00;6573,293;5,375;6,868;6624;0;0;6783;0;0
15/05/2022 02:00;2072,773;5,366;4,769;2946;0;0;5881;0;0
15/05/2022 03:00;327,697;5,786;3,442;309;0;17;5022;0;0
15/05/2022 04:00;436,749;5,778;3,558;314;0;99;4110;0;0
15/05/2022 05:00;642,417;5,886;3,715;777;0;1;3671;0;0
15/05/2022 06:00;250,393;5,69;3,357;181;9;564;1453;0;0
15/05/2022 07:00;2458,309;5,242;5,14;1814;0;9;5123;0;0
15/05/2022 08:00;2810,899;5,173;5,444;2583;0;0;6417;0;0
15/05/2022 09:00;2188,166;5,971;5,018;2563;0;0;5212;0;0
15/05/2022 10:00;1440,862;6,854;4,461;1508;0;0;3245;0;0
15/05/2022 11:00;1311,302;7,506;4,387;1300;0;0;2323;0;0
15/05/2022 12:00;1203,084;8,518;4,241;1116;0;0;1475;6;0
15/05/2022 13:00;2058,048;9,135;4,75;1926;0;0;2691;0;0
15/05/2022 14:00;3397,33;9,709;5,527;2933;0;0;3903;0;0
15/05/2022 15:00;2960,267;9,998;5,288;3069;0;0;4491;0;0
15/05/2022 16:00;4635,845;10,024;6,024;4042;0;0;4384;0;0
15/05/2022 17:00;4726,809;9,357;6,159;4985;0;0;3702;0;0
15/05/2022 18:00;3451,246;8,065;5,645;3706;0;0;1277;230;0
15/05/2022 19:00;2689,961;7,748;5,491;2558;0;0;0;2101;0
15/05/2022 20:00;5442,443;7,535;6,717;4227;0;0;0;1841;0
15/05/2022 21:00;6018,871;7,182;6,506;6940;0;0;0;1308;0
15/05/2022 22:00;4253,452;6,691;6,013;3884;0;0;0;2425;0
15/05/2022 23:00;8236,75;6,286;7,552;7039;0;0;594;1121;0
16/05/2022 00:00;10522,994;5,802;8,133;10778;0;0;3474;0;0
16/05/2022 01:00;7479,738;5,147;7,156;7900;0;0;3240;0;0
16/05/2022 02:00;5027,578;4,182;6,367;5357;0;0;4024;0;0
16/05/2022 03:00;6089,9;3,949;6,749;5613;0;0;4614;0;0
16/05/2022 04:00;5967,891;3,466;6,657;5883;0;0;4455;0;0
16/05/2022 05:00;6744,844;3,604;6,847;6573;0;0;5372;0;0
16/05/2022 06:00;8813,604;3,343;7,458;8104;0;0;2739;0;0
16/05/2022 07:00;12274,641;3,176;8,582;11565;0;0;264;951;0
16/05/2022 08:00;14915,826;4,001;9,144;14372;0;0;45;1125;0
16/05/2022 09:00;13425,574;4,728;8,723;13554;0;0;0;2872;0
16/05/2022 10:00;10861,777;4,992;8,11;11499;0;0;0;2214;0
16/05/2022 11:00;12100,817;5,888;8,216;11149;0;0;0;3660;0
16/05/2022 12:00;12303,3;6,83;8,23;12372;0;0;0;2127;0
16/05/2022 13:00;12162,465;7,66;8,206;12009;0;0;145;438;0
16/05/2022 14:00;9753,036;7,978;7,977;10421;0;0;209;104;0
16/05/2022 15:00;7490,85;8,459;7,402;8011;0;0;34;810;0
16/05/2022 16:00;6169,26;8,751;6,806;6327;0;0;0;1044;0
16/05/2022 17:00;5969,357;8,175;6,671;5897;0;0;0;639;0
16/05/2022 18:00;6683,431;7,366;6,993;6625;0;0;0;1941;0
16/05/2022 19:00;7948,531;6,685;7,404;6998;0;0;0;6829;0
16/05/2022 20:00;10283,034;6,753;7,896;9870;0;0;0;6497;0
16/05/2022 21:00;7882,302;5,989;7,265;9009;0;0;0;6793;0
16/05/2022 22:00;3293,948;3,801;5,734;3367;0;0;0;5804;0
16/05/2022 23:00;3786,145;3,481;6,23;3924;0;0;0;3202;0
17/05/2022 00:00;1818,04;3,172;5,003;2031;0;0;41;4241;0
17/05/2022 01:00;3112,779;2,796;5,832;2723;0;0;0;3187;0
17/05/2022 02:00;2469,66;2,284;5,423;2716;0;0;7;705;0
17/05/2022 03:00;1874,778;1,843;4,958;2037;0;0;609;72;0
17/05/2022 04:00;1669,563;1,184;4,841;1640;0;0;273;648;0
17/05/2022 05:00;2016,068;0,955;4,849;1971;0;0;0;1758;0
17/05/2022 06:00;4973,169;1,048;6,589;4072;0;0;0;2861;0
17/05/2022 07:00;6100,97;1,042;6,924;6209;0;0;0;4783;0
17/05/2022 08:00;3379,999;0,778;5,626;3894;0;0;0;5556;0
17/05/2022 09:00;3110,099;0,881;5,412;2971;0;0;0;5658;0
17/05/2022 10:00;2082,265;2,119;4,879;2387;0;0;0;6113;0
17/05/2022 11:00;1615,879;3,65;4,627;1519;0;0;0;7375;0
17/05/2022 12:00;1537,523;5,488;4,683;1407;0;0;0;6446;0
17/05/2022 13:00;2237,553;7,252;5,147;2076;0;0;0;3696;0
17/05/2022 14:00;1638,647;8,422;4,756;1796;0;0;0;2139;0
17/05/2022 15:00;1922,956;9,173;4,945;1822;0;0;0;2010;0
17/05/2022 16:00;1419,95;9,376;4,622;1430;0;0;0;2028;0
17/05/2022 17:00;783,699;8,277;4,04;970;0;0;0;3123;0
17/05/2022 18:00;-180,772;6,988;2,498;59;201;0;0;1335;6395
17/05/2022 19:00;-238,476;6,348;2,016;0;340;0;0;0;8571
17/05/2022 20:00;-137,313;5,576;2,515;0;249;0;0;0;4845
17/05/2022 21:00;-96,876;4,863;2,135;0;128;0;0;0;154
17/05/2022 22:00;-79,758;4,289;2,041;0;124;0;0;0;159
17/05/2022 23:00;621,277;5,419;3,691;528;17;0;0;2328;42
18/05/2022 00:00;-195,854;4,725;1,94;49;217;0;0;688;5894
18/05/2022 01:00;-181,014;4,643;0,886;0;257;0;0;0;5458
18/05/2022 02:00;-27,518;5,713;3,059;17;90;0;0;210;1545
18/05/2022 03:00;150,119;7,69;3,243;117;112;72;435;5;873
18/05/2022 04:00;1046,146;8,118;3,942;571;12;260;2523;0;0
18/05/2022 05:00;1901,611;8,477;4,621;2052;0;0;4445;0;0
18/05/2022 06:00;3149,867;8,763;5,3;2570;0;0;4044;0;0
18/05/2022 07:00;5775,585;9,075;6,451;4986;0;0;3826;0;0
18/05/2022 08:00;7806,577;8,69;7,185;7542;0;0;5246;0;0
18/05/2022 09:00;5827,005;9,59;6,644;6595;0;0;3102;0;0
18/05/2022 10:00;2456,374;11,592;4,959;2772;0;0;3;951;0
18/05/2022 11:00;861,628;12,843;3,924;1365;0;0;55;330;0
18/05/2022 12:00;829,837;14,115;3,855;734;0;0;27;306;0
18/05/2022 13:00;1333,762;14,64;4,302;1089;0;0;11;250;0
18/05/2022 14:00;3913,793;14,538;5,747;3039;0;0;610;290;0
18/05/2022 15:00;9110,758;14,472;7,57;7620;0;0;2211;0;0
18/05/2022 16:00;11854,74;14,299;8,357;11775;0;0;2892;0;0
18/05/2022 17:00;13950,502;13,564;8,875;12538;0;0;2322;0;0
18/05/2022 18:00;20471,965;12,191;10,425;19113;0;0;1979;54;0
18/05/2022 19:00;19782,683;10,821;10,556;20294;0;0;262;720;0
18/05/2022 20:00;12626,591;10,909;8,8;14944;0;0;140;312;0
18/05/2022 21:00;3812,077;11,593;6,191;4520;0;0;0;1681;0
18/05/2022 22:00;5111,597;12,358;6,642;3984;0;0;0;1266;0
18/05/2022 23:00;19753,945;11,373;11,294;16261;0;0;1327;3;0
19/05/2022 00:00;22801,518;10,877;16,601;22479;0;0;1821;0;0
19/05/2022 01:00;22800,993;10,285;18,377;22472;0;0;3056;0;0
19/05/2022 02:00;22800,329;10,061;17,727;22462;0;0;3114;0;0
19/05/2022 03:00;22803,734;9,741;18,218;22478;0;0;3114;0;0
19/05/2022 04:00;22051,994;12,304;14,349;22042;0;0;3793;0;0
19/05/2022 05:00;22779,837;10,949;14,596;22137;0;0;3347;0;0
19/05/2022 06:00;21343,414;9,567;20,952;22083;0;0;1161;374;0
19/05/2022 07:00;17377,457;10,003;22,014;17298;0;0;0;3256;0
19/05/2022 08:00;21881,405;9,365;18,457;20387;0;0;580;1752;0
19/05/2022 09:00;19801,889;10,732;11,522;19839;0;0;291;2301;0
19/05/2022 10:00;21711,472;11,398;12,266;21216;0;0;123;2039;0
19/05/2022 11:00;22417,763;12,138;13,535;22026;0;0;419;780;0
19/05/2022 12:00;22482,217;13,695;13,638;22320;0;0;523;427;0
19/05/2022 13:00;16268,732;14,969;9,875;18774;0;0;23;890;0
19/05/2022 14:00;10960,38;15,819;7,999;11257;0;0;832;13;0
19/05/2022 15:00;12878,666;16,019;8,502;11409;0;0;1125;0;0
19/05/2022 16:00;8399,995;16,273;7,296;10226;0;0;1529;0;0
19/05/2022 17:00;2747,363;15,817;4,966;3844;0;0;219;353;0
19/05/2022 18:00;4796,366;13,451;6,229;3485;0;0;0;3393;0
19/05/2022 19:00;3916,355;12,085;5,951;4855;0;0;0;6333;0
19/05/2022 20:00;2338,14;12,543;5,296;2033;0;0;0;6442;0
19/05/2022 21:00;10644,451;11,546;8,172;7482;0;0;0;3464;0
19/05/2022 22:00;15336,553;10,329;9,834;15039;0;0;340;102;0
19/05/2022 23:00;18626,327;9,968;12,248;18006;0;0;1268;0;0
20/05/2022 00:00;16592,055;8,811;11,132;16605;0;0;1860;0;0
20/05/2022 01:00;18801,67;8,891;12,449;18076;0;0;2892;0;0
20/05/2022 02:00;20058,681;8,936;13,791;20325;0;0;3958;0;0
20/05/2022 03:00;14747,107;8,373;10,192;14903;0;0;5097;0;0
20/05/2022 04:00;17041,04;8,859;11,981;16420;0;0;4547;0;0
20/05/2022 05:00;18449,569;9,656;13,298;18212;0;0;3378;0;0
20/05/2022 06:00;20090,27;10,6;14,464;18837;0;0;2364;0;0
20/05/2022 07:00;20729,925;11,185;13,284;21322;0;0;888;91;0
20/05/2022 08:00;21857,795;11,533;13,11;20681;0;0;462;339;0
20/05/2022 09:00;22797,847;12,07;14,504;22462;0;0;936;0;0
20/05/2022 10:00;22801,073;13,046;15,192;22479;0;0;1015;0;0
20/05/2022 11:00;22592,826;14,247;15,019;22368;0;0;741;186;0
20/05/2022 12:00;21927,294;14,65;14,146;21768;0;0;1704;80;0
20/05/2022 13:00;20741,299;15,913;12,541;20691;0;0;2574;0;0
20/05/2022 14:00;15910,139;17,06;9,567;18005;0;0;4529;0;0
20/05/2022 15:00;5255,392;18,037;6,143;7062;0;0;4242;0;0
20/05/2022 16:00;688,41;18,745;3,762;1033;2;10;1093;667;8
20/05/2022 17:00;1618,811;17,92;4,51;759;0;0;0;4083;105
20/05/2022 18:00;1703,551;15,639;4,696;2303;0;0;614;437;0
20/05/2022 19:00;1359,734;13,494;4,548;1095;0;0;0;1308;0
20/05/2022 20:00;212,925;14,734;2,585;759;99;0;0;1696;3276
20/05/2022 21:00;-55,989;16,509;2,844;27;189;0;0;1080;4650
20/05/2022 22:00;846,408;16,989;4,018;447;31;0;0;4229;1494
20/05/2022 23:00;1994,41;16,367;4,873;1962;0;0;0;2689;0
21/05/2022 00:00;725,392;15,616;3,886;865;17;0;0;2543;792
21/05/2022 01:00;-138,179;15,602;2,438;155;172;0;0;753;3925
21/05/2022 02:00;606,539;15,15;3,771;393;32;0;0;2080;1271
21/05/2022 03:00;8920,831;13,761;7,472;7108;0;0;1447;1200;0
21/05/2022 04:00;7379,484;13,301;7,54;7301;0;0;1541;0;0
21/05/2022 05:00;6272,919;12,666;6,841;7393;0;0;1684;0;0
21/05/2022 06:00;1571,667;12,278;4,651;1961;0;0;597;68;0
21/05/2022 07:00;1480,503;11,908;4,433;1449;0;0;32;751;0
21/05/2022 08:00;1893,677;11,091;4,688;1803;0;0;0;926;0
21/05/2022 09:00;678,585;11,52;3,762;915;0;0;0;2280;0
21/05/2022 10:00;670,343;12,655;3,662;402;0;0;0;1890;0
21/05/2022 11:00;2461,311;13,566;4,97;1750;0;0;0;1501;0
21/05/2022 12:00;5113,003;14,545;6,174;4628;0;0;132;341;0
21/05/2022 13:00;8266,849;15,647;7,292;7485;0;0;1803;0;0
21/05/2022 14:00;9090,311;16,876;7,547;8841;0;0;3180;0;0
21/05/2022 15:00;8720,199;17,399;7,47;9132;0;0;3705;0;0
21/05/2022 16:00;11508,887;17,492;8,208;9358;0;0;3804;0;0
21/05/2022 17:00;20488,677;17,293;10,908;19110;0;0;4983;0;0
21/05/2022 18:00;21601,122;16,386;12,893;21287;0;0;3027;15;0
21/05/2022 19:00;18973,02;14,858;14,417;19495;0;0;367;325;0
21/05/2022 20:00;18157,235;14,633;13,6;17834;0;0;138;69;0
21/05/2022 21:00;18447,001;14,412;14,121;18142;0;0;1203;0;0
21/05/2022 22:00;16406,907;14,721;11,423;17711;0;0;3240;0;0
21/05/2022 23:00;17892,644;14,596;11,865;15397;0;0;2127;0;0
22/05/2022 00:00;21850,534;14,759;17,627;21470;0;0;2714;0;0
22/05/2022 01:00;22065,824;14,572;17,96;21685;0;0;4572;0;0
22/05/2022 02:00;22297,635;14,483;18,168;21918;0;0;4699;0;0
22/05/2022 03:00;21926,261;14,18;15,048;22026;0;0;4032;0;0
22/05/2022 04:00;18626,986;13,513;10,258;18261;0;0;7166;0;0
22/05/2022 05:00;20895,658;14,006;10,95;20487;0;0;5496;0;0
22/05/2022 06:00;21625,52;13,565;11,706;21590;0;0;4558;0;0
22/05/2022 07:00;21161,203;14,006;11,654;20578;0;0;6162;0;0
22/05/2022 08:00;21608,266;14,418;12,159;21326;0;0;5601;0;0
22/05/2022 09:00;21095,502;14,426;12,202;20746;0;0;5844;0;0
22/05/2022 10:00;21608,803;14,752;13,653;21176;0;0;5847;0;0
22/05/2022 11:00;21601,021;15,38;14,423;21324;0;0;4868;0;0
22/05/2022 12:00;21587,695;16,196;14,133;21285;0;0;4255;0;0
22/05/2022 13:00;21591,066;16,791;14,388;21264;0;0;4286;0;0
22/05/2022 14:00;21561,219;17,472;13,673;21255;0;0;4566;0;0
22/05/2022 15:00;20916,569;19,422;12,1;20652;0;0;4606;0;0
22/05/2022 16:00;21027,41;19,285;12,994;21123;0;0;4584;0;0
22/05/2022 17:00;21072,444;18,714;12,503;20461;0;0;4541;0;0
22/05/2022 18:00;18026,838;17,725;10,127;18906;0;0;4762;0;0
22/05/2022 19:00;14824,418;16,519;9,152;14795;0;0;1862;0;0
22/05/2022 20:00;13483,182;15,406;10,347;14289;0;0;1054;2;0
22/05/2022 21:00;16541,463;15,68;16,173;14718;0;0;1079;0;0
22/05/2022 22:00;20286,575;15,789;18,03;19863;0;0;2413;0;0
22/05/2022 23:00;8197,968;14,394;7,605;10924;0;0;2568;0;0
23/05/2022 00:00;7331,935;14,221;6,687;7574;0;0;1041;451;0
23/05/2022 01:00;4997,1;13,582;6,217;4849;0;0;2721;2;0
23/05/2022 02:00;3650,19;14,689;5,502;3972;0;0;3195;0;0
23/05/2022 03:00;7511,779;15,706;6,73;6545;0;0;3878;0;0
23/05/2022 04:00;12397,312;15,982;8,119;10753;0;0;4746;0;0
23/05/2022 05:00;12521,995;15,866;8,387;11220;0;0;4212;0;0
23/05/2022 06:00;19047,841;14,09;9,997;20016;0;0;2848;0;0
23/05/2022 07:00;15965,216;11,343;9,179;15159;0;0;11;1384;0
23/05/2022 08:00;6269,101;10,386;6,833;9300;0;0;0;5679;0
23/05/2022 09:00;3094,301;10,574;5,661;3075;0;0;0;9063;0
23/05/2022 10:00;366,438;12,112;3,566;806;42;0;0;6443;1269
23/05/2022 11:00;3,722;13,682;3,205;16;193;0;0;1405;7414
23/05/2022 12:00;543,511;14,186;3,651;413;26;0;0;6342;1197
23/05/2022 13:00;580,052;14,696;3,599;595;1;0;0;5187;530
23/05/2022 14:00;1089,458;14,678;4,152;662;0;0;0;3125;166
23/05/2022 15:00;622,837;13,827;3,727;1014;44;0;0;1431;1775
23/05/2022 16:00;476,646;12,643;3,656;414;12;0;0;4473;642
23/05/2022 17:00;311,736;11,411;3,482;253;0;0;0;2278;304
23/05/2022 18:00;523,627;10,435;3,634;393;34;0;0;3191;1029
23/05/2022 19:00;2557,804;9,892;5,171;1338;8;0;0;3930;746
23/05/2022 20:00;9659,306;10,874;8,469;8016;0;0;0;1717;0
23/05/2022 21:00;15801,524;12,659;9,417;15267;0;0;27;455;0
23/05/2022 22:00;7018,278;13,635;7,069;8201;0;0;90;2520;0
23/05/2022 23:00;4648,335;14,379;6,19;5592;0;0;0;3585;0
24/05/2022 00:00;3833,529;15,275;5,51;3697;0;0;3;2803;0
24/05/2022 01:00;4325,266;14,157;6,03;4158;0;0;865;17;0
24/05/2022 02:00;5887,217;13,656;6,529;4508;0;0;275;492;0
24/05/2022 03:00;5257,742;12,476;5,99;6576;0;0;531;75;0
24/05/2022 04:00;775,018;10,426;3,523;2212;30;0;580;255;109
24/05/2022 05:00;885,074;10,321;3,88;981;0;0;0;2824;0
24/05/2022 06:00;4928,018;5,543;6,182;3522;18;0;0;3879;1101
24/05/2022 07:00;9776,916;4,945;7,879;8474;0;0;0;5928;0
24/05/2022 08:00;8752,95;2,998;7,236;10440;0;0;0;4475;0
24/05/2022 09:00;1044,685;2,509;4,295;1573;0;0;0;7963;107
24/05/2022 10:00;-145,57;3,25;3,045;107;217;0;0;3867;6571
24/05/2022 11:00;-238,361;4,312;2,598;0;345;0;0;0;9623
24/05/2022 12:00;-93,129;5,898;2,825;0;279;0;0;0;7546
24/05/2022 13:00;489,243;10,468;3,545;358;92;0;0;2699;2891
24/05/2022 14:00;142,563;10,548;2,982;236;60;0;0;2239;2299
24/05/2022 15:00;1589,084;10,312;4,597;1189;0;0;0;1374;23
24/05/2022 16:00;3687,585;10,911;6,207;3089;0;0;749;0;0
24/05/2022 17:00;5674,345;10,578;6,74;5304;0;0;1459;0;0
24/05/2022 18:00;6876,22;8,908;7,315;6823;0;0;1031;257;0
24/05/2022 19:00;6761,692;7,536;6,814;6396;0;0;0;1755;0
24/05/2022 20:00;10539,14;7,204;8,351;9320;0;0;0;1791;0
24/05/2022 21:00;17619,117;7,493;10,846;15265;0;0;171;1095;0
24/05/2022 22:00;22136,99;7,88;11,978;21845;0;0;1632;67;0
24/05/2022 23:00;22138,23;7,762;11,601;21723;0;0;570;180;0
25/05/2022 00:00;20376,831;7,695;10,772;20635;0;0;652;306;0
25/05/2022 01:00;19550,251;7,534;10,265;19065;0;0;3704;0;0
25/05/2022 02:00;16173,932;7,214;9,326;17646;0;0;5121;0;0
25/05/2022 03:00;10338,363;7,355;8,079;11306;0;0;4863;0;0
25/05/2022 04:00;2233,342;10,526;4,926;3913;0;0;3519;0;0
25/05/2022 05:00;588,5;9,005;3,591;390;7;89;562;342;43
25/05/2022 06:00;972,125;6,718;4,115;1002;0;0;2480;0;0
25/05/2022 07:00;3189,511;4,425;5,655;2466;0;0;3648;0;0
25/05/2022 08:00;3306,808;3,808;5,567;3468;0;0;3561;0;0
25/05/2022 09:00;3240,047;3,677;5,555;3150;0;0;2205;0;0
25/05/2022 10:00;3963,896;4,056;5,709;3780;0;0;1437;0;0
25/05/2022 11:00;3929,704;4,402;5,722;3777;0;0;853;3;0
25/05/2022 12:00;7630,302;4,632;7,147;6296;0;0;489;2;0
25/05/2022 13:00;14561,994;5,159;8,9;12892;0;0;2430;0;0
25/05/2022 14:00;15511,709;5,508;9,105;15347;0;0;3366;0;0
25/05/2022 15:00;16446,456;5,763;9,215;16086;0;0;2412;0;0
25/05/2022 16:00;17779,227;5,403;9,66;17851;0;0;2196;0;0
25/05/2022 17:00;17874,023;5,433;9,672;17142;0;0;2240;0;0
25/05/2022 18:00;12736,496;5,163;8,259;13922;0;0;1833;0;0
25/05/2022 19:00;8690,466;4,99;7,194;9588;0;0;1302;0;0
25/05/2022 20:00;12833,114;4,652;8,314;11319;0;0;1132;0;0
25/05/2022 21:00;20661,903;5,469;10,833;18639;0;0;1484;0;0
25/05/2022 22:00;22388,66;6,243;11,591;21987;0;0;2170;0;0
25/05/2022 23:00;22788,285;6,662;13,538;22432;0;0;2055;0;0
26/05/2022 00:00;22794,407;6,812;13,788;22479;0;0;3092;0;0
26/05/2022 01:00;22799,978;6,944;15,183;22473;0;0;3132;0;0
26/05/2022 02:00;22798,981;6,927;15,329;22478;0;0;3123;0;0
26/05/2022 03:00;22801,056;6,476;14,184;22483;0;0;3118;0;0
26/05/2022 04:00;22233,896;5,657;11,526;22083;0;0;3707;0;0
26/05/2022 05:00;22789;5,799;12,564;22314;0;0;3196;0;0
26/05/2022 06:00;15958,089;5,413;9,803;17837;0;0;1584;160;0
26/05/2022 07:00;15990,969;4,716;9,517;14665;0;0;0;5990;0
26/05/2022 08:00;20381,789;4,985;11,351;19562;0;0;462;2049;0
26/05/2022 09:00;20579,92;5,117;10,605;20601;0;0;425;825;0
26/05/2022 10:00;14465,859;5,419;8,872;15766;0;0;0;2509;0
26/05/2022 11:00;9504,074;6,362;7,682;10643;0;0;0;3908;0
26/05/2022 12:00;6195,916;8,559;6,86;5950;0;0;0;3835;0
26/05/2022 13:00;9113,755;10,165;8,037;9317;0;0;0;1181;0
26/05/2022 14:00;5820,432;10,13;6,855;6151;0;0;0;1174;0
26/05/2022 15:00;6388,599;9,926;7,003;5663;0;0;24;852;0
26/05/2022 16:00;5496,389;9,499;6,86;5826;0;0;85;794;0
26/05/2022 17:00;9132,123;8,211;7,671;8590;0;0;0;1200;0
26/05/2022 18:00;8556,998;8,2;8,142;8048;0;0;0;2824;0
26/05/2022 19:00;15433,245;7,495;9,43;13321;0;0;644;308;0
26/05/2022 20:00;9985,686;6,89;7,866;12575;0;0;699;108;0
26/05/2022 21:00;4708,531;6,629;6,453;4987;0;0;0;3649;0
26/05/2022 22:00;4010,998;7,845;5,851;4851;0;0;0;5364;0
26/05/2022 23:00;-230,268;10,845;2,452;147;270;0;0;2343;7551
27/05/2022 00:00;5,453;11,224;2,94;0;227;0;0;26;6240
27/05/2022 01:00;421,028;10,829;3,341;413;3;0;1;1437;155
27/05/2022 02:00;872,307;10,247;3,887;789;0;0;2069;424;0
27/05/2022 03:00;1149,089;9,97;4,228;1021;0;0;2490;0;0
27/05/2022 04:00;1001,652;9,518;4,167;996;0;0;1977;0;0
27/05/2022 05:00;2591,48;9,034;5,298;1781;0;0;292;206;0
27/05/2022 06:00;6328,587;7,652;6,869;6348;0;0;863;642;0
27/05/2022 07:00;3242,693;7,564;5,625;3424;0;0;0;5146;0
27/05/2022 08:00;3361,848;7,515;5,684;2831;0;0;0;8058;0
27/05/2022 09:00;6571,737;6,688;6,993;6214;0;0;0;5088;0
27/05/2022 10:00;4489,865;7,105;6,085;4803;0;0;0;4980;0
27/05/2022 11:00;2028,795;7,908;4,748;2717;0;0;0;6089;0
27/05/2022 12:00;1069,766;9,34;4,172;988;0;0;0;6229;0
27/05/2022 13:00;612,145;10,171;3,737;540;0;0;0;4932;183
27/05/2022 14:00;372,089;10,199;3,412;402;1;0;0;3822;283
27/05/2022 15:00;-11,204;10,431;2,981;93;98;0;0;1460;2774
27/05/2022 16:00;561,128;9,771;3,662;401;52;0;1;1611;1699
27/05/2022 17:00;1113,174;9,034;4,203;907;0;0;0;1660;0
27/05/2022 18:00;3104,142;7,983;5,358;2477;0;0;0;4008;0
27/05/2022 19:00;5575,062;7,282;6,268;5011;0;0;0;3923;0
27/05/2022 20:00;7662,221;6,963;7,235;7278;0;0;0;2643;0
27/05/2022 21:00;7639,183;6,84;7,874;7355;0;0;0;1633;0
27/05/2022 22:00;10022,532;6,656;8,193;8946;0;0;401;8;0
27/05/2022 23:00;12119,673;6,205;9,09;12376;0;0;1897;0;0
28/05/2022 00:00;8809,115;6;8,536;9452;0;0;723;13;0
28/05/2022 01:00;7007,922;5,719;7,896;7168;0;0;2214;0;0
28/05/2022 02:00;5219,409;6,273;7,201;5867;0;0;2357;0;0
28/05/2022 03:00;2804,587;7,251;5,816;3178;0;0;813;0;0
28/05/2022 04:00;681,894;8,098;4,071;884;0;0;1;1269;0
28/05/2022 05:00;-39,094;8,513;2,837;156;105;0;66;99;1517
28/05/2022 06:00;-15,043;9,078;2,915;52;78;0;0;177;1686
28/05/2022 07:00;-1,92;9,204;3,002;23;132;0;0;93;3003
28/05/2022 08:00;-121,078;9,148;2,819;36;117;0;0;128;2442
28/05/2022 09:00;1232,656;9,804;4,635;589;75;0;0;1791;2028
28/05/2022 10:00;2262,957;10,141;4,968;2247;0;0;0;3688;0
28/05/2022 11:00;3013,782;10,453;5,371;2921;0;0;0;3662;0
28/05/2022 12:00;2837,41;10,603;5,244;2476;0;0;0;1930;0
28/05/2022 13:00;4884,777;11,132;6,152;5046;0;0;620;47;0
28/05/2022 14:00;2062,826;12,003;4,79;2435;0;0;751;3;0
